Frequency (eV),Frequency (meV),vDOS Room Temperature,Frequency (eV),Frequency (meV),vDOS Cryo Temperature
1.9317,1931.7,15.00005139,1.642,1642,0.000101155
1.9319,1931.9,15.00005609,1.6422,1642.2,8.9586E-05
1.9321,1932.1,15.00005121,1.6424,1642.4,0.000100278
1.9324,1932.4,15.00005619,1.6426,1642.6,8.84026E-05
1.9326,1932.6,15.00005062,1.6428,1642.8,9.95334E-05
1.9329,1932.9,15.00005642,1.643,1643,8.75992E-05
1.9331,1933.1,15.00005083,1.6432,1643.2,0.000100188
1.9334,1933.4,15.0000569,1.6434,1643.4,8.75992E-05
1.9336,1933.6,15.00005151,1.6436,1643.6,0.000100195
1.9338,1933.8,15.00005655,1.6438,1643.8,8.93779E-05
1.9341,1934.1,15.00005118,1.6441,1644.1,0.000100832
1.9343,1934.3,15.00005709,1.6443,1644.3,8.88055E-05
1.9346,1934.6,15.00005102,1.6445,1644.5,0.000101581
1.9348,1934.8,15.00005561,1.6447,1644.7,8.91903E-05
1.9351,1935.1,15.00005079,1.6449,1644.9,0.000101069
1.9353,1935.3,15.00005712,1.6451,1645.1,8.88273E-05
1.9355,1935.5,15.00005168,1.6453,1645.3,0.000100442
1.9358,1935.8,15.00005608,1.6455,1645.5,8.9396E-05
1.936,1936,15.00005087,1.6457,1645.7,0.000100345
1.9363,1936.3,15.00005613,1.6459,1645.9,8.8964E-05
1.9365,1936.5,15.00005024,1.6461,1646.1,0.000101746
1.9368,1936.8,15.00005543,1.6463,1646.3,9.04015E-05
1.937,1937,15.0000508,1.6465,1646.5,0.000102725
1.9373,1937.3,15.00005629,1.6467,1646.7,9.28058E-05
1.9375,1937.5,15.00005101,1.6469,1646.9,0.000103054
1.9377,1937.7,15.00005606,1.6472,1647.2,9.1764E-05
1.938,1938,15.00005027,1.6474,1647.4,0.000102871
1.9382,1938.2,15.0000564,1.6476,1647.6,9.14712E-05
1.9385,1938.5,15.00005066,1.6478,1647.8,0.00010182
1.9387,1938.7,15.00005521,1.648,1648,9.01051E-05
1.939,1939,15.00005078,1.6482,1648.2,0.000101198
1.9392,1939.2,15.00005574,1.6484,1648.4,9.14796E-05
1.9394,1939.4,15.000051,1.6486,1648.6,0.000101397
1.9397,1939.7,15.00005659,1.6488,1648.8,9.01789E-05
1.9399,1939.9,15.00004995,1.649,1649,0.000100579
1.9402,1940.2,15.00005556,1.6492,1649.2,8.97288E-05
1.9404,1940.4,15.00005104,1.6494,1649.4,0.000100431
1.9407,1940.7,15.00005716,1.6496,1649.6,9.06314E-05
1.9409,1940.9,15.00005119,1.6498,1649.8,9.96048E-05
1.9411,1941.1,15.00005573,1.65,1650,8.85405E-05
1.9414,1941.4,15.0000505,1.6503,1650.3,9.90337E-05
1.9416,1941.6,15.00005571,1.6505,1650.5,8.79138E-05
1.9419,1941.9,15.00005006,1.6507,1650.7,9.93906E-05
1.9421,1942.1,15.00005559,1.6509,1650.9,8.73826E-05
1.9424,1942.4,15.00005074,1.6511,1651.1,9.96254E-05
1.9426,1942.6,15.00005636,1.6513,1651.3,8.88346E-05
1.9428,1942.8,15.00005108,1.6515,1651.5,0.000100094
1.9431,1943.1,15.00005533,1.6517,1651.7,8.79162E-05
1.9433,1943.3,15.00005043,1.6519,1651.9,9.9168E-05
1.9436,1943.6,15.00005632,1.6521,1652.1,8.73681E-05
1.9438,1943.8,15.00004988,1.6523,1652.3,9.87542E-05
1.9441,1944.1,15.00005515,1.6525,1652.5,8.74685E-05
1.9443,1944.3,15.00005035,1.6527,1652.7,9.88437E-05
1.9445,1944.5,15.0000562,1.6529,1652.9,8.71551E-05
1.9448,1944.8,15.00005033,1.6531,1653.1,9.8419E-05
1.945,1945,15.00005571,1.6534,1653.4,8.81848E-05
1.9453,1945.3,15.00005035,1.6536,1653.6,9.95903E-05
1.9455,1945.5,15.00005579,1.6538,1653.8,8.7696E-05
1.9458,1945.8,15.00005013,1.654,1654,0.000100219
1.946,1946,15.00005657,1.6542,1654.2,8.9534E-05
1.9463,1946.3,15.00005074,1.6544,1654.4,0.000100733
1.9465,1946.5,15.00005597,1.6546,1654.6,8.91673E-05
1.9467,1946.7,15.00005087,1.6548,1654.8,9.99738E-05
1.947,1947,15.00005542,1.655,1655,8.83264E-05
1.9472,1947.2,15.0000501,1.6552,1655.2,9.93955E-05
1.9475,1947.5,15.00005505,1.6554,1655.4,8.8624E-05
1.9477,1947.7,15.00005111,1.6556,1655.6,0.000100384
1.948,1948,15.00005646,1.6558,1655.8,8.99163E-05
1.9482,1948.2,15.0000508,1.656,1656,0.000100256
1.9484,1948.4,15.00005565,1.6563,1656.3,9.04221E-05
1.9487,1948.7,15.00005018,1.6565,1656.5,0.000100505
1.9489,1948.9,15.00005598,1.6567,1656.7,8.91092E-05
1.9492,1949.2,15.00004964,1.6569,1656.9,9.97076E-05
1.9494,1949.4,15.00005455,1.6571,1657.1,8.96949E-05
1.9497,1949.7,15.00005053,1.6573,1657.3,9.96653E-05
1.9499,1949.9,15.00005557,1.6575,1657.5,8.91431E-05
1.9501,1950.1,15.00005066,1.6577,1657.7,9.90627E-05
1.9504,1950.4,15.0000565,1.6579,1657.9,8.85442E-05
1.9506,1950.6,15.00005098,1.6581,1658.1,9.92454E-05
1.9509,1950.9,15.00005577,1.6583,1658.3,8.8324E-05
1.9511,1951.1,15.00004973,1.6585,1658.5,9.95842E-05
1.9514,1951.4,15.00005509,1.6587,1658.7,8.80239E-05
1.9516,1951.6,15.00005042,1.6589,1658.9,9.89248E-05
1.9518,1951.8,15.00005594,1.6591,1659.1,8.80916E-05
1.9521,1952.1,15.00005046,1.6594,1659.4,9.81721E-05
1.9523,1952.3,15.00005612,1.6596,1659.6,8.62827E-05
1.9526,1952.6,15.00005048,1.6598,1659.8,0.000098131
1.9528,1952.8,15.0000556,1.66,1660,8.71309E-05
1.9531,1953.1,15.00005005,1.6602,1660.2,9.81903E-05
1.9533,1953.3,15.00005539,1.6604,1660.4,8.72543E-05
1.9536,1953.6,15.00004998,1.6606,1660.6,9.82351E-05
1.9538,1953.8,15.00005449,1.6608,1660.8,8.70305E-05
1.954,1954,15.00004971,1.661,1661,9.83355E-05
1.9543,1954.3,15.00005572,1.6612,1661.2,8.76585E-05
1.9545,1954.5,15.0000495,1.6614,1661.4,9.84214E-05
1.9548,1954.8,15.00005538,1.6616,1661.6,8.63625E-05
1.955,1955,15.00005019,1.6618,1661.8,9.82677E-05
1.9553,1955.3,15.00005514,1.662,1662,8.72446E-05
1.9555,1955.5,15.00005033,1.6622,1662.2,9.70831E-05
1.9557,1955.7,15.00005527,1.6625,1662.5,8.69179E-05
1.956,1956,15.00004991,1.6627,1662.7,9.81419E-05
1.9562,1956.2,15.00005525,1.6629,1662.9,8.79404E-05
1.9565,1956.5,15.00004966,1.6631,1663.1,9.92019E-05
1.9567,1956.7,15.00005539,1.6633,1663.3,8.92774E-05
1.957,1957,15.00005058,1.6635,1663.5,0.000100257
1.9572,1957.2,15.00005605,1.6637,1663.7,8.87063E-05
1.9574,1957.4,15.00005003,1.6639,1663.9,9.88679E-05
1.9577,1957.7,15.00005543,1.6641,1664.1,8.84014E-05
1.9579,1957.9,15.00005022,1.6643,1664.3,9.83077E-05
1.9582,1958.2,15.000055,1.6645,1664.5,8.74624E-05
1.9584,1958.4,15.00004959,1.6647,1664.7,9.8125E-05
1.9587,1958.7,15.00005495,1.6649,1664.9,8.81037E-05
1.9589,1958.9,15.00004949,1.6651,1665.1,9.74413E-05
1.9591,1959.1,15.00005459,1.6654,1665.4,8.89338E-05
1.9594,1959.4,15.00004932,1.6656,1665.6,9.90276E-05
1.9596,1959.6,15.00005482,1.6658,1665.8,8.88322E-05
1.9599,1959.9,15.00004953,1.666,1666,9.92273E-05
1.9601,1960.1,15.00005485,1.6662,1666.2,8.83288E-05
1.9604,1960.4,15.00004996,1.6664,1666.4,9.91656E-05
1.9606,1960.6,15.00005503,1.6666,1666.6,8.71732E-05
1.9608,1960.8,15.00004985,1.6668,1666.8,9.77002E-05
1.9611,1961.1,15.00005504,1.667,1667,8.7166E-05
1.9613,1961.3,15.00004973,1.6672,1667.2,9.78588E-05
1.9616,1961.6,15.00005511,1.6674,1667.4,8.7702E-05
1.9618,1961.8,15.00004959,1.6676,1667.6,9.86586E-05
1.9621,1962.1,15.00005518,1.6678,1667.8,8.77916E-05
1.9623,1962.3,15.0000506,1.668,1668,9.83827E-05
1.9626,1962.6,15.0000553,1.6682,1668.2,8.89495E-05
1.9628,1962.8,15.00004951,1.6685,1668.5,9.95673E-05
1.963,1963,15.00005507,1.6687,1668.7,8.83832E-05
1.9633,1963.3,15.00004949,1.6689,1668.9,9.91885E-05
1.9635,1963.5,15.00005459,1.6691,1669.1,8.6953E-05
1.9638,1963.8,15.00004897,1.6693,1669.3,9.83173E-05
1.964,1964,15.00005456,1.6695,1669.5,8.66771E-05
1.9643,1964.3,15.0000498,1.6697,1669.7,9.83004E-05
1.9645,1964.5,15.0000548,1.6699,1669.9,8.72688E-05
1.9647,1964.7,15.0000493,1.6701,1670.1,9.84831E-05
1.965,1965,15.00005414,1.6703,1670.3,8.79561E-05
1.9652,1965.2,15.00004981,1.6705,1670.5,9.98456E-05
1.9655,1965.5,15.00005464,1.6707,1670.7,8.76851E-05
1.9657,1965.7,15.00004936,1.6709,1670.9,9.98456E-05
1.966,1966,15.00005512,1.6711,1671.1,8.91419E-05
1.9662,1966.2,15.00004969,1.6713,1671.3,9.99775E-05
1.9664,1966.4,15.00005438,1.6716,1671.6,8.79452E-05
1.9667,1966.7,15.00004926,1.6718,1671.8,9.89792E-05
1.9669,1966.9,15.00005476,1.672,1672,8.67643E-05
1.9672,1967.2,15.00004955,1.6722,1672.2,9.816E-05
1.9674,1967.4,15.00005444,1.6724,1672.4,8.87499E-05
1.9677,1967.7,15.00004953,1.6726,1672.6,0.000100515
1.9679,1967.9,15.00005497,1.6728,1672.8,8.91165E-05
1.9681,1968.1,15.0000494,1.673,1673,9.96157E-05
1.9684,1968.4,15.00005464,1.6732,1673.2,8.91746E-05
1.9686,1968.6,15.00004897,1.6734,1673.4,9.95915E-05
1.9689,1968.9,15.00005428,1.6736,1673.6,8.83143E-05
1.9691,1969.1,15.00004993,1.6738,1673.8,9.90373E-05
1.9694,1969.4,15.00005523,1.674,1674,8.84208E-05
1.9696,1969.6,15.00004982,1.6742,1674.2,9.85521E-05
1.9699,1969.9,15.00005488,1.6744,1674.4,8.75193E-05
1.9701,1970.1,15.00004926,1.6747,1674.7,9.91571E-05
1.9703,1970.3,15.00005395,1.6749,1674.9,8.70946E-05
1.9706,1970.6,15.00004938,1.6751,1675.1,9.86065E-05
1.9708,1970.8,15.00005448,1.6753,1675.3,8.90318E-05
1.9711,1971.1,15.00004883,1.6755,1675.5,0.000100754
1.9713,1971.3,15.00005459,1.6757,1675.7,8.84752E-05
1.9716,1971.6,15.00004876,1.6759,1675.9,9.90966E-05
1.9718,1971.8,15.00005403,1.6761,1676.1,8.75084E-05
1.972,1972,15.00004919,1.6763,1676.3,9.79955E-05
1.9723,1972.3,15.00005431,1.6765,1676.5,8.69167E-05
1.9725,1972.5,15.00004875,1.6767,1676.7,9.83694E-05
1.9728,1972.8,15.00005414,1.6769,1676.9,8.6417E-05
1.973,1973,15.00004943,1.6771,1677.1,9.782E-05
1.9733,1973.3,15.00005513,1.6773,1677.3,8.64327E-05
1.9735,1973.5,15.00004988,1.6776,1677.6,9.92841E-05
1.9737,1973.7,15.00005448,1.6778,1677.8,8.67776E-05
1.974,1974,15.00004889,1.678,1678,9.85291E-05
1.9742,1974.2,15.00005438,1.6782,1678.2,8.81763E-05
1.9745,1974.5,15.00004935,1.6784,1678.4,9.91583E-05
1.9747,1974.7,15.00005474,1.6786,1678.6,8.73426E-05
1.975,1975,15.00004912,1.6788,1678.8,9.82968E-05
1.9752,1975.2,15.00005428,1.679,1679,8.72652E-05
1.9754,1975.4,15.00004882,1.6792,1679.2,9.73905E-05
1.9757,1975.7,15.00005438,1.6794,1679.4,8.81642E-05
1.9759,1975.9,15.00004888,1.6796,1679.6,9.9681E-05
1.9762,1976.2,15.00005374,1.6798,1679.8,8.80094E-05
1.9764,1976.4,15.00004854,1.68,1680,9.80112E-05
1.9767,1976.7,15.00005388,1.6802,1680.2,8.67885E-05
1.9769,1976.9,15.00004851,1.6804,1680.4,9.90579E-05
1.9771,1977.1,15.00005375,1.6807,1680.7,8.77516E-05
1.9774,1977.4,15.00004926,1.6809,1680.9,9.7981E-05
1.9776,1977.6,15.00005411,1.6811,1681.1,8.73777E-05
1.9779,1977.9,15.00004903,1.6813,1681.3,9.68569E-05
1.9781,1978.1,15.00005461,1.6815,1681.5,8.66058E-05
1.9784,1978.4,15.00004962,1.6817,1681.7,9.74062E-05
1.9786,1978.6,15.00005475,1.6819,1681.9,8.71902E-05
1.9789,1978.9,15.00004917,1.6821,1682.1,9.74413E-05
1.9791,1979.1,15.00005375,1.6823,1682.3,8.7794E-05
1.9793,1979.3,15.00004837,1.6825,1682.5,0.000100198
1.9796,1979.6,15.00005422,1.6827,1682.7,8.74721E-05
1.9798,1979.8,15.00004892,1.6829,1682.9,9.74958E-05
1.9801,1980.1,15.0000544,1.6831,1683.1,8.60346E-05
1.9803,1980.3,15.00004859,1.6833,1683.3,9.75732E-05
1.9806,1980.6,15.00005364,1.6835,1683.5,8.75895E-05
1.9808,1980.8,15.00004846,1.6838,1683.8,9.8079E-05
1.981,1981,15.00005379,1.684,1684,0.000087362
1.9813,1981.3,15.00004925,1.6842,1684.2,9.69174E-05
1.9815,1981.5,15.00005434,1.6844,1684.4,8.66844E-05
1.9818,1981.8,15.00004924,1.6846,1684.6,9.7814E-05
1.982,1982,15.00005393,1.6848,1684.8,8.68925E-05
1.9823,1982.3,15.00004888,1.685,1685,9.74232E-05
1.9825,1982.5,15.00005397,1.6852,1685.2,8.67873E-05
1.9827,1982.7,15.0000492,1.6854,1685.4,9.85303E-05
1.983,1983,15.00005504,1.6856,1685.6,8.63783E-05
1.9832,1983.2,15.00004921,1.6858,1685.8,9.65265E-05
1.9835,1983.5,15.00005371,1.686,1686,8.54841E-05
1.9837,1983.7,15.0000481,1.6862,1686.2,9.68242E-05
1.984,1984,15.00005368,1.6864,1686.4,8.69869E-05
1.9842,1984.2,15.00004953,1.6867,1686.7,9.79652E-05
1.9844,1984.4,15.0000542,1.6869,1686.9,8.65574E-05
1.9847,1984.7,15.00004858,1.6871,1687.1,9.70021E-05
1.9849,1984.9,15.00005413,1.6873,1687.3,8.55252E-05
1.9852,1985.2,15.00004892,1.6875,1687.5,9.71582E-05
1.9854,1985.4,15.00005421,1.6877,1687.7,8.59269E-05
1.9857,1985.7,15.00004877,1.6879,1687.9,9.67915E-05
1.9859,1985.9,15.00005361,1.6881,1688.1,8.57854E-05
1.9862,1986.2,15.00004904,1.6883,1688.3,9.63874E-05
1.9864,1986.4,15.00005398,1.6885,1688.5,8.61944E-05
1.9866,1986.6,15.00004892,1.6887,1688.7,9.59131E-05
1.9869,1986.9,15.00005335,1.6889,1688.9,8.61593E-05
1.9871,1987.1,15.0000488,1.6891,1689.1,9.72792E-05
1.9874,1987.4,15.00005343,1.6893,1689.3,8.74128E-05
1.9876,1987.6,15.00004858,1.6895,1689.5,9.78055E-05
1.9879,1987.9,15.00005398,1.6898,1689.8,8.70656E-05
1.9881,1988.1,15.00004877,1.69,1690,9.67431E-05
1.9883,1988.3,15.00005353,1.6902,1690.2,8.52687E-05
1.9886,1988.6,15.00004832,1.6904,1690.4,9.62979E-05
1.9888,1988.8,15.00005282,1.6906,1690.6,8.60588E-05
1.9891,1989.1,15.00004829,1.6908,1690.8,9.65641E-05
1.9893,1989.3,15.00005458,1.691,1691,8.57539E-05
1.9896,1989.6,15.00004908,1.6912,1691.2,9.57993E-05
1.9898,1989.8,15.0000543,1.6914,1691.4,8.57382E-05
1.99,1990,15.00004854,1.6916,1691.6,9.5907E-05
1.9903,1990.3,15.00005367,1.6918,1691.8,8.60298E-05
1.9905,1990.5,15.00004799,1.692,1692,9.71582E-05
1.9908,1990.8,15.00005353,1.6922,1692.2,8.62984E-05
1.991,1991,15.00004842,1.6924,1692.4,9.57364E-05
1.9913,1991.3,15.00005321,1.6926,1692.6,8.53074E-05
1.9915,1991.5,15.00004828,1.6929,1692.9,9.51229E-05
1.9917,1991.7,15.00005374,1.6931,1693.1,8.42644E-05
1.992,1992,15.00004856,1.6933,1693.3,9.51496E-05
1.9922,1992.2,15.00005374,1.6935,1693.5,8.59148E-05
1.9925,1992.5,15.00004835,1.6937,1693.7,9.59796E-05
1.9927,1992.7,15.00005315,1.6939,1693.9,8.523E-05
1.993,1993,15.0000486,1.6941,1694.1,9.55585E-05
1.9932,1993.2,15.00005341,1.6943,1694.3,8.52409E-05
1.9934,1993.4,15.00004867,1.6945,1694.5,9.58816E-05
1.9937,1993.7,15.00005361,1.6947,1694.7,8.48271E-05
1.9939,1993.9,15.00004842,1.6949,1694.9,9.5855E-05
1.9942,1994.2,15.00005281,1.6951,1695.1,8.4481E-05
1.9944,1994.4,15.00004828,1.6953,1695.3,9.44683E-05
1.9947,1994.7,15.00005322,1.6955,1695.5,8.4066E-05
1.9949,1994.9,15.00004851,1.6958,1695.8,9.53117E-05
1.9952,1995.2,15.00005387,1.696,1696,8.44749E-05
1.9954,1995.4,15.00004801,1.6962,1696.2,9.60341E-05
1.9956,1995.6,15.00005276,1.6964,1696.4,8.52203E-05
1.9959,1995.9,15.00004769,1.6966,1696.6,9.5394E-05
1.9961,1996.1,15.00005371,1.6968,1696.8,8.48162E-05
1.9964,1996.4,15.00004817,1.697,1697,9.50624E-05
1.9966,1996.6,15.00005286,1.6972,1697.2,8.53631E-05
1.9969,1996.9,15.0000479,1.6974,1697.4,9.61817E-05
1.9971,1997.1,15.00005359,1.6976,1697.6,8.5576E-05
1.9973,1997.3,15.00004847,1.6978,1697.8,9.52645E-05
1.9976,1997.6,15.00005371,1.698,1698,8.47169E-05
1.9978,1997.8,15.00004841,1.6982,1698.2,9.43135E-05
1.9981,1998.1,15.00005321,1.6984,1698.4,8.50303E-05
1.9983,1998.3,15.0000486,1.6986,1698.6,9.62676E-05
1.9986,1998.6,15.00005266,1.6989,1698.9,8.60903E-05
1.9988,1998.8,15.00004779,1.6991,1699.1,9.69997E-05
1.999,1999,15.00005324,1.6993,1699.3,8.58447E-05
1.9993,1999.3,15.00004849,1.6995,1699.5,9.64467E-05
1.9995,1999.5,15.00005326,1.6997,1699.7,8.52627E-05
1.9998,1999.8,15.0000489,1.6999,1699.9,9.53395E-05
2,2000,15.00005345,1.7001,1700.1,8.50291E-05
2.0003,2000.3,15.00004851,1.7003,1700.3,9.59373E-05
2.0005,2000.5,15.00005288,1.7005,1700.5,8.47859E-05
2.0007,2000.7,15.00004785,1.7007,1700.7,9.55247E-05
2.001,2001,15.00005328,1.7009,1700.9,8.48888E-05
2.0012,2001.2,15.00004815,1.7011,1701.1,9.57146E-05
2.0015,2001.5,15.00005359,1.7013,1701.3,8.5524E-05
2.0017,2001.7,15.00004806,1.7015,1701.5,9.71073E-05
2.002,2002,15.00005299,1.7017,1701.7,8.60419E-05
2.0022,2002.2,15.00004796,1.702,1702,9.61841E-05
2.0025,2002.5,15.00005356,1.7022,1702.2,8.55095E-05
2.0027,2002.7,15.0000478,1.7024,1702.4,9.55803E-05
2.0029,2002.9,15.00005306,1.7026,1702.6,8.49045E-05
2.0032,2003.2,15.00004793,1.7028,1702.8,9.53964E-05
2.0034,2003.4,15.00005228,1.703,1703,8.55022E-05
2.0037,2003.7,15.00004791,1.7032,1703.2,9.63184E-05
2.0039,2003.9,15.00005279,1.7034,1703.4,8.56753E-05
2.0042,2004.2,15.00004741,1.7036,1703.6,9.69948E-05
2.0044,2004.4,15.00005269,1.7038,1703.8,8.5599E-05
2.0046,2004.6,15.00004832,1.704,1704,9.55731E-05
2.0049,2004.9,15.00005306,1.7042,1704.2,8.54066E-05
2.0051,2005.1,15.00004841,1.7044,1704.4,9.52911E-05
2.0054,2005.4,15.00005264,1.7046,1704.6,8.47532E-05
2.0056,2005.6,15.00004819,1.7048,1704.8,9.46631E-05
2.0059,2005.9,15.0000536,1.7051,1705.1,8.46867E-05
2.0061,2006.1,15.00004824,1.7053,1705.3,9.53589E-05
2.0063,2006.3,15.00005347,1.7055,1705.5,8.47653E-05
2.0066,2006.6,15.00004763,1.7057,1705.7,9.6103E-05
2.0068,2006.8,15.00005233,1.7059,1705.9,8.56886E-05
2.0071,2007.1,15.00004733,1.7061,1706.1,9.70553E-05
2.0073,2007.3,15.00005238,1.7063,1706.3,8.54054E-05
2.0076,2007.6,15.00004786,1.7065,1706.5,9.71182E-05
2.0078,2007.8,15.00005275,1.7067,1706.7,8.56535E-05
2.008,2008,15.00004748,1.7069,1706.9,9.51544E-05
2.0083,2008.3,15.00005286,1.7071,1707.1,8.48234E-05
2.0085,2008.5,15.00004713,1.7073,1707.3,9.49826E-05
2.0088,2008.8,15.00005284,1.7075,1707.5,8.51162E-05
2.009,2009,15.00004847,1.7077,1707.7,9.54569E-05
2.0093,2009.3,15.00005268,1.708,1708,8.55325E-05
2.0095,2009.5,15.00004742,1.7082,1708.2,9.67782E-05
2.0097,2009.7,15.00005249,1.7084,1708.4,8.5478E-05
2.01,2010,15.00004775,1.7086,1708.6,9.68956E-05
2.0102,2010.2,15.00005249,1.7088,1708.8,8.62512E-05
2.0105,2010.5,15.00004762,1.709,1709,9.55368E-05
2.0107,2010.7,15.00005271,1.7092,1709.2,8.47944E-05
2.011,2011,15.00004867,1.7094,1709.4,9.60341E-05
2.0112,2011.2,15.00005295,1.7096,1709.6,8.56281E-05
2.0115,2011.5,15.00004704,1.7098,1709.8,9.56553E-05
2.0117,2011.7,15.00005228,1.71,1710,8.62428E-05
2.0119,2011.9,15.00004703,1.7102,1710.2,9.60837E-05
2.0122,2012.2,15.00005184,1.7104,1710.4,8.58253E-05
2.0124,2012.4,15.00004748,1.7106,1710.6,9.58973E-05
2.0127,2012.7,15.00005296,1.7108,1710.8,8.56329E-05
2.0129,2012.9,15.00004829,1.7111,1711.1,9.57098E-05
2.0132,2013.2,15.00005317,1.7113,1711.3,8.55301E-05
2.0134,2013.4,15.00004699,1.7115,1711.5,9.64612E-05
2.0136,2013.6,15.00005198,1.7117,1711.7,8.45233E-05
2.0139,2013.9,15.0000468,1.7119,1711.9,9.39638E-05
2.0141,2014.1,15.00005201,1.7121,1712.1,8.315E-05
2.0144,2014.4,15.00004815,1.7123,1712.3,9.45095E-05
2.0146,2014.6,15.00005275,1.7125,1712.5,8.48137E-05
2.0149,2014.9,15.00004772,1.7127,1712.7,9.58477E-05
2.0151,2015.1,15.00005302,1.7129,1712.9,8.56934E-05
2.0153,2015.3,15.0000476,1.7131,1713.1,9.62168E-05
2.0156,2015.6,15.00005156,1.7133,1713.3,8.54611E-05
2.0158,2015.8,15.00004646,1.7135,1713.5,9.55864E-05
2.0161,2016.1,15.0000517,1.7137,1713.7,8.38506E-05
2.0163,2016.3,15.00004768,1.7139,1713.9,9.37109E-05
2.0166,2016.6,15.00005212,1.7142,1714.2,8.41216E-05
2.0168,2016.8,15.00004689,1.7144,1714.4,9.51568E-05
2.017,2017,15.00005242,1.7146,1714.6,8.41265E-05
2.0173,2017.3,15.00004753,1.7148,1714.8,9.42929E-05
2.0175,2017.5,15.00005238,1.715,1715,8.41918E-05
2.0178,2017.8,15.00004711,1.7152,1715.2,9.57001E-05
2.018,2018,15.00005272,1.7154,1715.4,8.60032E-05
2.0183,2018.3,15.00004759,1.7156,1715.6,9.68339E-05
2.0185,2018.5,15.00005215,1.7158,1715.8,8.5962E-05
2.0188,2018.8,15.00004663,1.716,1716,9.62047E-05
2.019,2019,15.00005099,1.7162,1716.2,8.51937E-05
2.0192,2019.2,15.00004719,1.7164,1716.4,9.54593E-05
2.0195,2019.5,15.00005277,1.7166,1716.6,8.42317E-05
2.0197,2019.7,15.00004756,1.7168,1716.8,9.3285E-05
2.02,2020,15.00005213,1.7171,1717.1,8.47932E-05
2.0202,2020.2,15.00004747,1.7173,1717.3,9.58163E-05
2.0205,2020.5,15.00005212,1.7175,1717.5,8.58459E-05
2.0207,2020.7,15.000047,1.7177,1717.7,9.57364E-05
2.0209,2020.9,15.00005141,1.7179,1717.9,8.61E-05
2.0212,2021.2,15.00004735,1.7181,1718.1,9.63741E-05
2.0214,2021.4,15.0000524,1.7183,1718.3,8.59681E-05
2.0217,2021.7,15.00004765,1.7185,1718.5,9.6345E-05
2.0219,2021.9,15.00005257,1.7187,1718.7,8.57866E-05
2.0222,2022.2,15.00004727,1.7189,1718.9,9.49826E-05
2.0224,2022.4,15.00005183,1.7191,1719.1,8.47315E-05
2.0226,2022.6,15.00004712,1.7193,1719.3,9.54267E-05
2.0229,2022.9,15.00005193,1.7195,1719.5,8.45112E-05
2.0231,2023.1,15.000047,1.7197,1719.7,9.40388E-05
2.0234,2023.4,15.00005233,1.7199,1719.9,8.4746E-05
2.0236,2023.6,15.00004714,1.7202,1720.2,9.57884E-05
2.0239,2023.9,15.00005205,1.7204,1720.4,8.45524E-05
2.0241,2024.1,15.00004712,1.7206,1720.6,9.58877E-05
2.0243,2024.3,15.00005156,1.7208,1720.8,8.52022E-05
2.0246,2024.6,15.00004689,1.721,1721,9.57667E-05
2.0248,2024.8,15.00005192,1.7212,1721.2,8.48137E-05
2.0251,2025.1,15.00004717,1.7214,1721.4,9.57231E-05
2.0253,2025.3,15.00005178,1.7216,1721.6,8.39571E-05
2.0256,2025.6,15.00004759,1.7218,1721.8,9.45748E-05
2.0258,2025.8,15.00005213,1.722,1722,8.44689E-05
2.026,2026,15.00004686,1.7222,1722.2,9.54811E-05
2.0263,2026.3,15.00005157,1.7224,1722.4,8.51029E-05
2.0265,2026.5,15.00004736,1.7226,1722.6,9.5688E-05
2.0268,2026.8,15.00005203,1.7228,1722.8,8.51187E-05
2.027,2027,15.00004653,1.723,1723,9.54763E-05
2.0273,2027.3,15.00005149,1.7233,1723.3,8.40841E-05
2.0275,2027.5,15.00004713,1.7235,1723.5,9.48144E-05
2.0278,2027.8,15.00005211,1.7237,1723.7,8.37768E-05
2.028,2028,15.0000471,1.7239,1723.9,9.40642E-05
2.0282,2028.2,15.00005231,1.7241,1724.1,8.36776E-05
2.0285,2028.5,15.00004742,1.7243,1724.3,9.47224E-05
2.0287,2028.7,15.00005197,1.7245,1724.5,8.31439E-05
2.029,2029,15.00004641,1.7247,1724.7,9.43957E-05
2.0292,2029.2,15.00005197,1.7249,1724.9,8.39413E-05
2.0295,2029.5,15.0000469,1.7251,1725.1,9.52669E-05
2.0297,2029.7,15.00005123,1.7253,1725.3,8.47883E-05
2.0299,2029.9,15.00004642,1.7255,1725.5,9.53565E-05
2.0302,2030.2,15.00005167,1.7257,1725.7,8.42571E-05
2.0304,2030.4,15.00004716,1.7259,1725.9,9.3579E-05
2.0307,2030.7,15.00005219,1.7261,1726.1,8.26321E-05
2.0309,2030.9,15.00004722,1.7264,1726.4,9.34338E-05
2.0312,2031.2,15.00005188,1.7266,1726.6,8.38143E-05
2.0314,2031.4,15.00004684,1.7268,1726.8,9.3487E-05
2.0316,2031.6,15.00005156,1.727,1727,8.35723E-05
2.0319,2031.9,15.00004661,1.7272,1727.2,9.4737E-05
2.0321,2032.1,15.00005118,1.7274,1727.4,8.38712E-05
2.0324,2032.4,15.0000466,1.7276,1727.6,9.42542E-05
2.0326,2032.6,15.00005188,1.7278,1727.8,8.37756E-05
2.0329,2032.9,15.00004684,1.728,1728,9.37157E-05
2.0331,2033.1,15.0000518,1.7282,1728.2,8.31754E-05
2.0333,2033.3,15.00004706,1.7284,1728.4,9.35451E-05
