Frequency (eV),Frequency (meV),vDOS Room Temperature,Frequency,Frequency (meV),vDOS Cryo Temperature
2.4785,2478.5,18.00002385,2.4791,2479.1,0.000025033
2.4787,2478.7,18.00002855,2.4793,2479.3,0.000025837
2.4789,2478.9,18.00002407,2.4795,2479.5,0.000025006
2.4791,2479.1,18.00002876,2.4797,2479.7,0.000025851
2.4793,2479.3,18.00002394,2.4799,2479.9,0.000025038
2.4795,2479.5,18.00002857,2.4801,2480.1,0.00002583
2.4797,2479.7,18.0000239,2.4803,2480.3,0.000025033
2.4799,2479.9,18.00002853,2.4806,2480.6,0.000025769
2.4801,2480.1,18.0000239,2.4808,2480.8,0.000025047
2.4803,2480.3,18.00002855,2.481,2481,0.000025777
2.4806,2480.6,18.00002402,2.4812,2481.2,0.00002501
2.4808,2480.8,18.00002862,2.4814,2481.4,0.000025808
2.481,2481,18.00002403,2.4816,2481.6,0.000025005
2.4812,2481.2,18.00002856,2.4818,2481.8,0.000025779
2.4814,2481.4,18.00002389,2.482,2482,0.00002499
2.4816,2481.6,18.0000284,2.4822,2482.2,0.000025813
2.4818,2481.8,18.0000239,2.4824,2482.4,0.000024945
2.482,2482,18.00002866,2.4826,2482.6,0.000025766
2.4822,2482.2,18.00002406,2.4828,2482.8,0.000024986
2.4824,2482.4,18.00002864,2.483,2483,0.000025784
2.4826,2482.6,18.0000239,2.4832,2483.2,0.000024999
2.4828,2482.8,18.00002846,2.4834,2483.4,0.000025798
2.483,2483,18.00002388,2.4837,2483.7,0.000025014
2.4832,2483.2,18.00002853,2.4839,2483.9,0.000025781
2.4834,2483.4,18.00002385,2.4841,2484.1,0.000025023
2.4837,2483.7,18.00002842,2.4843,2484.3,0.000025748
2.4839,2483.9,18.00002409,2.4845,2484.5,0.000024969
2.4841,2484.1,18.00002864,2.4847,2484.7,0.000025754
2.4843,2484.3,18.00002397,2.4849,2484.9,0.000024996
2.4845,2484.5,18.00002852,2.4851,2485.1,0.000025758
2.4847,2484.7,18.00002378,2.4853,2485.3,0.000024969
2.4849,2484.9,18.00002843,2.4855,2485.5,0.000025769
2.4851,2485.1,18.00002391,2.4857,2485.7,0.000024994
2.4853,2485.3,18.00002854,2.4859,2485.9,0.000025813
2.4855,2485.5,18.00002384,2.4861,2486.1,0.000025036
2.4857,2485.7,18.00002843,2.4863,2486.3,0.000025749
2.4859,2485.9,18.00002393,2.4865,2486.5,0.000024991
2.4861,2486.1,18.00002852,2.4868,2486.8,0.000025751
2.4863,2486.3,18.00002394,2.487,2487,0.000024984
2.4865,2486.5,18.00002847,2.4872,2487.2,0.00002578
2.4868,2486.8,18.00002381,2.4874,2487.4,0.000024974
2.487,2487,18.00002843,2.4876,2487.6,0.00002578
2.4872,2487.2,18.00002387,2.4878,2487.8,0.000024994
2.4874,2487.4,18.0000284,2.488,2488,0.000025742
2.4876,2487.6,18.00002388,2.4882,2488.2,0.000024953
2.4878,2487.8,18.0000284,2.4884,2488.4,0.000025705
2.488,2488,18.00002389,2.4886,2488.6,0.000024949
2.4882,2488.2,18.00002838,2.4888,2488.8,0.000025737
2.4884,2488.4,18.00002377,2.489,2489,0.000024937
2.4886,2488.6,18.00002832,2.4892,2489.2,0.000025711
2.4888,2488.8,18.00002381,2.4894,2489.4,0.000024878
2.489,2489,18.00002868,2.4897,2489.7,0.000025659
2.4892,2489.2,18.00002401,2.4899,2489.9,0.000024882
2.4894,2489.4,18.00002844,2.4901,2490.1,0.000025709
2.4897,2489.7,18.00002382,2.4903,2490.3,0.000024921
2.4899,2489.9,18.00002827,2.4905,2490.5,0.000025659
2.4901,2490.1,18.00002372,2.4907,2490.7,0.00002489
2.4903,2490.3,18.00002846,2.4909,2490.9,0.000025686
2.4905,2490.5,18.00002387,2.4911,2491.1,0.000024881
2.4907,2490.7,18.00002838,2.4913,2491.3,0.000025644
2.4909,2490.9,18.00002376,2.4915,2491.5,0.000024886
2.4911,2491.1,18.00002832,2.4917,2491.7,0.00002572
2.4913,2491.3,18.00002384,2.4919,2491.9,0.000024907
2.4915,2491.5,18.00002838,2.4921,2492.1,0.000025673
2.4917,2491.7,18.00002379,2.4923,2492.3,0.000024889
2.4919,2491.9,18.00002831,2.4925,2492.5,0.000025648
2.4921,2492.1,18.00002375,2.4928,2492.8,0.000024873
2.4923,2492.3,18.00002838,2.493,2493,0.000025687
2.4925,2492.5,18.00002374,2.4932,2493.2,0.00002484
2.4928,2492.8,18.00002831,2.4934,2493.4,0.000025636
2.493,2493,18.00002381,2.4936,2493.6,0.000024852
2.4932,2493.2,18.00002842,2.4938,2493.8,0.000025652
2.4934,2493.4,18.00002383,2.494,2494,0.000024828
2.4936,2493.6,18.00002831,2.4942,2494.2,0.000025607
2.4938,2493.8,18.00002363,2.4944,2494.4,0.000024794
2.494,2494,18.00002826,2.4946,2494.6,0.000025597
2.4942,2494.2,18.00002388,2.4948,2494.8,0.000024811
2.4944,2494.4,18.00002843,2.495,2495,0.000025616
2.4946,2494.6,18.00002386,2.4952,2495.2,0.00002479
2.4948,2494.8,18.00002831,2.4954,2495.4,0.000025575
2.495,2495,18.00002372,2.4956,2495.6,0.000024798
2.4952,2495.2,18.00002823,2.4959,2495.9,0.000025546
2.4954,2495.4,18.00002378,2.4961,2496.1,0.000024773
2.4956,2495.6,18.00002837,2.4963,2496.3,0.000025564
2.4959,2495.9,18.00002381,2.4965,2496.5,0.000024754
2.4961,2496.1,18.00002843,2.4967,2496.7,0.000025566
2.4963,2496.3,18.00002375,2.4969,2496.9,0.000024799
2.4965,2496.5,18.00002839,2.4971,2497.1,0.000025634
2.4967,2496.7,18.00002373,2.4973,2497.3,0.000024828
2.4969,2496.9,18.00002813,2.4975,2497.5,0.00002558
2.4971,2497.1,18.00002371,2.4977,2497.7,0.00002482
2.4973,2497.3,18.00002841,2.4979,2497.9,0.000025613
2.4975,2497.5,18.00002382,2.4981,2498.1,0.000024803
2.4977,2497.7,18.00002829,2.4983,2498.3,0.000025599
2.4979,2497.9,18.00002369,2.4985,2498.5,0.000024835
2.4981,2498.1,18.00002829,2.4987,2498.7,0.00002561
2.4983,2498.3,18.00002371,2.499,2499,0.00002484
2.4985,2498.5,18.00002833,2.4992,2499.2,0.000025602
2.4987,2498.7,18.00002372,2.4994,2499.4,0.00002473
2.499,2499,18.00002822,2.4996,2499.6,0.000025571
2.4992,2499.2,18.00002369,2.4998,2499.8,0.000024812
2.4994,2499.4,18.0000283,2.5,2500,0.000025591
2.4996,2499.6,18.00002374,2.5002,2500.2,0.000024795
2.4998,2499.8,18.00002827,2.5004,2500.4,0.000025544
2.5,2500,18.00002367,2.5006,2500.6,0.000024751
2.5002,2500.2,18.00002813,2.5008,2500.8,0.000025551
2.5004,2500.4,18.0000236,2.501,2501,0.000024764
2.5006,2500.6,18.00002821,2.5012,2501.2,0.000025543
2.5008,2500.8,18.0000237,2.5014,2501.4,0.000024783
2.501,2501,18.0000283,2.5016,2501.6,0.000025593
2.5012,2501.2,18.00002371,2.5019,2501.9,0.000024773
2.5014,2501.4,18.00002828,2.5021,2502.1,0.000025502
2.5016,2501.6,18.0000238,2.5023,2502.3,0.000024674
2.5019,2501.9,18.00002829,2.5025,2502.5,0.0000255
2.5021,2502.1,18.00002363,2.5027,2502.7,0.000024744
2.5023,2502.3,18.00002814,2.5029,2502.9,0.000025482
2.5025,2502.5,18.00002366,2.5031,2503.1,0.000024727
2.5027,2502.7,18.0000282,2.5033,2503.3,0.000025514
2.5029,2502.9,18.00002368,2.5035,2503.5,0.000024713
2.5031,2503.1,18.0000281,2.5037,2503.7,0.000025445
2.5033,2503.3,18.00002364,2.5039,2503.9,0.000024716
2.5035,2503.5,18.00002819,2.5041,2504.1,0.000025486
2.5037,2503.7,18.00002361,2.5043,2504.3,0.000024726
2.5039,2503.9,18.00002818,2.5045,2504.5,0.000025495
2.5041,2504.1,18.00002359,2.5047,2504.7,0.000024678
2.5043,2504.3,18.00002814,2.505,2505,0.000025435
2.5045,2504.5,18.00002364,2.5052,2505.2,0.00002469
2.5047,2504.7,18.00002817,2.5054,2505.4,0.000025474
2.505,2505,18.00002362,2.5056,2505.6,0.000024671
2.5052,2505.2,18.00002809,2.5058,2505.8,0.000025441
2.5054,2505.4,18.00002354,2.506,2506,0.000024719
2.5056,2505.6,18.00002807,2.5062,2506.2,0.000025471
2.5058,2505.8,18.00002358,2.5064,2506.4,0.000024685
2.506,2506,18.00002811,2.5066,2506.6,0.000025411
2.5062,2506.2,18.00002362,2.5068,2506.8,0.000024695
2.5064,2506.4,18.00002809,2.507,2507,0.000025431
2.5066,2506.6,18.00002362,2.5072,2507.2,0.000024688
2.5068,2506.8,18.00002813,2.5074,2507.4,0.000025443
2.507,2507,18.00002375,2.5076,2507.6,0.000024683
2.5072,2507.2,18.00002814,2.5078,2507.8,0.000025384
2.5074,2507.4,18.00002364,2.5081,2508.1,0.000024684
2.5076,2507.6,18.00002813,2.5083,2508.3,0.000025434
2.5078,2507.8,18.00002354,2.5085,2508.5,0.000024674
2.5081,2508.1,18.00002808,2.5087,2508.7,0.00002546
2.5083,2508.3,18.00002362,2.5089,2508.9,0.000024708
2.5085,2508.5,18.00002811,2.5091,2509.1,0.000025443
2.5087,2508.7,18.00002369,2.5093,2509.3,0.000024675
2.5089,2508.9,18.00002817,2.5095,2509.5,0.000025441
2.5091,2509.1,18.00002355,2.5097,2509.7,0.000024689
2.5093,2509.3,18.00002803,2.5099,2509.9,0.000025365
2.5095,2509.5,18.00002358,2.5101,2510.1,0.000024658
2.5097,2509.7,18.00002817,2.5103,2510.3,0.000025437
2.5099,2509.9,18.00002358,2.5105,2510.5,0.000024671
2.5101,2510.1,18.00002804,2.5107,2510.7,0.000025412
2.5103,2510.3,18.00002357,2.511,2511,0.000024607
2.5105,2510.5,18.00002799,2.5112,2511.2,0.000025404
2.5107,2510.7,18.00002351,2.5114,2511.4,0.000024637
2.511,2511,18.00002805,2.5116,2511.6,0.000025401
2.5112,2511.2,18.00002358,2.5118,2511.8,0.000024645
2.5114,2511.4,18.00002815,2.512,2512,0.000025341
2.5116,2511.6,18.0000236,2.5122,2512.2,0.000024612
2.5118,2511.8,18.00002807,2.5124,2512.4,0.000025323
2.512,2512,18.00002357,2.5126,2512.6,0.000024572
2.5122,2512.2,18.00002809,2.5128,2512.8,0.000025334
2.5124,2512.4,18.00002363,2.513,2513,0.000024624
2.5126,2512.6,18.00002796,2.5132,2513.2,0.000025352
2.5128,2512.8,18.00002354,2.5134,2513.4,0.000024566
2.513,2513,18.00002798,2.5136,2513.6,0.000025327
2.5132,2513.2,18.00002351,2.5138,2513.8,0.000024579
2.5134,2513.4,18.00002798,2.5141,2514.1,0.000025313
2.5136,2513.6,18.0000236,2.5143,2514.3,0.00002461
2.5138,2513.8,18.00002814,2.5145,2514.5,0.000025347
2.5141,2514.1,18.0000236,2.5147,2514.7,0.00002457
2.5143,2514.3,18.00002796,2.5149,2514.9,0.000025365
2.5145,2514.5,18.00002348,2.5151,2515.1,0.000024606
2.5147,2514.7,18.00002803,2.5153,2515.3,0.000025292
2.5149,2514.9,18.0000236,2.5155,2515.5,0.000024566
2.5151,2515.1,18.00002812,2.5157,2515.7,0.000025327
2.5153,2515.3,18.0000236,2.5159,2515.9,0.000024574
2.5155,2515.5,18.00002798,2.5161,2516.1,0.000025323
2.5157,2515.7,18.00002356,2.5163,2516.3,0.000024555
2.5159,2515.9,18.0000279,2.5165,2516.5,0.000025329
2.5161,2516.1,18.00002339,2.5167,2516.7,0.000024556
2.5163,2516.3,18.00002793,2.5169,2516.9,0.000025303
2.5165,2516.5,18.00002357,2.5172,2517.2,0.000024544
2.5167,2516.7,18.00002802,2.5174,2517.4,0.000025323
2.5169,2516.9,18.00002351,2.5176,2517.6,0.000024515
2.5172,2517.2,18.00002799,2.5178,2517.8,0.000025305
2.5174,2517.4,18.00002349,2.518,2518,0.000024569
2.5176,2517.6,18.00002799,2.5182,2518.2,0.000025265
2.5178,2517.8,18.00002352,2.5184,2518.4,0.000024524
2.518,2518,18.00002793,2.5186,2518.6,0.000025267
2.5182,2518.2,18.00002343,2.5188,2518.8,0.000024541
2.5184,2518.4,18.00002786,2.519,2519,0.000025301
2.5186,2518.6,18.0000234,2.5192,2519.2,0.000024565
2.5188,2518.8,18.00002791,2.5194,2519.4,0.000025275
2.519,2519,18.00002354,2.5196,2519.6,0.000024497
2.5192,2519.2,18.00002805,2.5198,2519.8,0.000025241
2.5194,2519.4,18.00002352,2.52,2520,0.000024508
2.5196,2519.6,18.00002796,2.5203,2520.3,0.00002526
2.5198,2519.8,18.00002339,2.5205,2520.5,0.000024501
2.52,2520,18.00002786,2.5207,2520.7,0.000025255
2.5203,2520.3,18.00002351,2.5209,2520.9,0.000024505
2.5205,2520.5,18.0000279,2.5211,2521.1,0.000025224
2.5207,2520.7,18.00002357,2.5213,2521.3,0.000024479
2.5209,2520.9,18.00002791,2.5215,2521.5,0.000025249
2.5211,2521.1,18.00002342,2.5217,2521.7,0.000024458
2.5213,2521.3,18.00002782,2.5219,2521.9,0.000025207
2.5215,2521.5,18.00002329,2.5221,2522.1,0.000024448
2.5217,2521.7,18.0000278,2.5223,2522.3,0.000025199
2.5219,2521.9,18.00002342,2.5225,2522.5,0.000024434
2.5221,2522.1,18.00002785,2.5227,2522.7,0.000025208
2.5223,2522.3,18.00002344,2.5229,2522.9,0.000024468
2.5225,2522.5,18.00002786,2.5232,2523.2,0.000025212
2.5227,2522.7,18.00002345,2.5234,2523.4,0.000024493
2.5229,2522.9,18.00002791,2.5236,2523.6,0.000025227
2.5232,2523.2,18.00002348,2.5238,2523.8,0.000024493
2.5234,2523.4,18.00002792,2.524,2524,0.00002518
2.5236,2523.6,18.00002346,2.5242,2524.2,0.000024425
2.5238,2523.8,18.00002793,2.5244,2524.4,0.000025194
2.524,2524,18.00002344,2.5246,2524.6,0.000024412
2.5242,2524.2,18.00002783,2.5248,2524.8,0.000025194
2.5244,2524.4,18.00002343,2.525,2525,0.000024397
2.5246,2524.6,18.00002787,2.5252,2525.2,0.000025164
2.5248,2524.8,18.00002341,2.5254,2525.4,0.000024402
2.525,2525,18.0000278,2.5256,2525.6,0.000025148
2.5252,2525.2,18.00002334,2.5258,2525.8,0.000024401
2.5254,2525.4,18.00002778,2.526,2526,0.000025143
2.5256,2525.6,18.00002339,2.5263,2526.3,0.000024399
2.5258,2525.8,18.00002779,2.5265,2526.5,0.00002513
2.526,2526,18.00002342,2.5267,2526.7,0.000024399
2.5263,2526.3,18.00002783,2.5269,2526.9,0.000025129
2.5265,2526.5,18.00002337,2.5271,2527.1,0.000024389
2.5267,2526.7,18.00002773,2.5273,2527.3,0.000025118
2.5269,2526.9,18.00002341,2.5275,2527.5,0.000024388
2.5271,2527.1,18.00002788,2.5277,2527.7,0.000025184
2.5273,2527.3,18.00002346,2.5279,2527.9,0.000024392
2.5275,2527.5,18.00002795,2.5281,2528.1,0.00002514
2.5277,2527.7,18.00002343,2.5283,2528.3,0.000024385
2.5279,2527.9,18.00002779,2.5285,2528.5,0.000025115
2.5281,2528.1,18.00002338,2.5287,2528.7,0.000024349
2.5283,2528.3,18.00002772,2.5289,2528.9,0.000025143
2.5285,2528.5,18.00002324,2.5291,2529.1,0.000024348
2.5287,2528.7,18.0000277,2.5294,2529.4,0.000025134
2.5289,2528.9,18.00002341,2.5296,2529.6,0.000024342
2.5291,2529.1,18.00002777,2.5298,2529.8,0.000025074
2.5294,2529.4,18.00002337,2.53,2530,0.000024338
2.5296,2529.6,18.00002777,2.5302,2530.2,0.000025112
2.5298,2529.8,18.00002328,2.5304,2530.4,0.000024368
2.53,2530,18.00002773,2.5306,2530.6,0.000025102
2.5302,2530.2,18.00002326,2.5308,2530.8,0.000024342
2.5304,2530.4,18.00002774,2.531,2531,0.000025092
2.5306,2530.6,18.00002335,2.5312,2531.2,0.00002433
2.5308,2530.8,18.00002771,2.5314,2531.4,0.000025091
2.531,2531,18.00002331,2.5316,2531.6,0.000024369
2.5312,2531.2,18.00002775,2.5318,2531.8,0.000025098
2.5314,2531.4,18.00002334,2.532,2532,0.00002432
2.5316,2531.6,18.00002775,2.5323,2532.3,0.000025079
2.5318,2531.8,18.00002335,2.5325,2532.5,0.000024333
2.532,2532,18.00002767,2.5327,2532.7,0.000025056
2.5323,2532.3,18.00002335,2.5329,2532.9,0.000024299
2.5325,2532.5,18.00002767,2.5331,2533.1,0.000025065
2.5327,2532.7,18.00002342,2.5333,2533.3,0.000024299
2.5329,2532.9,18.00002775,2.5335,2533.5,0.000025032
2.5331,2533.1,18.00002334,2.5337,2533.7,0.000024322
2.5333,2533.3,18.00002771,2.5339,2533.9,0.000025067
2.5335,2533.5,18.00002319,2.5341,2534.1,0.000024316
2.5337,2533.7,18.00002763,2.5343,2534.3,0.00002507
2.5339,2533.9,18.00002315,2.5345,2534.5,0.000024323
2.5341,2534.1,18.00002759,2.5347,2534.7,0.000025052
2.5343,2534.3,18.00002329,2.5349,2534.9,0.000024255
2.5345,2534.5,18.00002771,2.5351,2535.1,0.000025016
2.5347,2534.7,18.00002334,2.5354,2535.4,0.000024262
2.5349,2534.9,18.00002764,2.5356,2535.6,0.000024973
2.5351,2535.1,18.00002328,2.5358,2535.8,0.000024249
2.5354,2535.4,18.00002761,2.536,2536,0.000025008
2.5356,2535.6,18.00002322,2.5362,2536.2,0.000024266
2.5358,2535.8,18.00002768,2.5364,2536.4,0.000025047
2.536,2536,18.00002339,2.5366,2536.6,0.000024264
2.5362,2536.2,18.00002767,2.5368,2536.8,0.000025042
2.5364,2536.4,18.00002337,2.537,2537,0.000024288
2.5366,2536.6,18.00002753,2.5372,2537.2,0.000025019
2.5368,2536.8,18.00002327,2.5374,2537.4,0.000024271
2.537,2537,18.00002761,2.5376,2537.6,0.000025007
2.5372,2537.2,18.00002323,2.5378,2537.8,0.000024261
2.5374,2537.4,18.00002763,2.538,2538,0.000025004
2.5376,2537.6,18.00002322,2.5382,2538.2,0.000024271
2.5378,2537.8,18.00002757,2.5385,2538.5,0.000025012
2.538,2538,18.00002328,2.5387,2538.7,0.000024234
2.5382,2538.2,18.00002762,2.5389,2538.9,0.000024995
2.5385,2538.5,18.00002326,2.5391,2539.1,0.000024262
2.5387,2538.7,18.0000276,2.5393,2539.3,0.000025016
2.5389,2538.9,18.00002323,2.5395,2539.5,0.000024216
2.5391,2539.1,18.00002769,2.5397,2539.7,0.000024962
2.5393,2539.3,18.00002328,2.5399,2539.9,0.000024234
2.5395,2539.5,18.00002771,2.5401,2540.1,0.000024987
2.5397,2539.7,18.00002326,2.5403,2540.3,0.000024234
2.5399,2539.9,18.00002758,2.5405,2540.5,0.000024924
2.5401,2540.1,18.00002328,2.5407,2540.7,0.000024238
2.5403,2540.3,18.00002751,2.5409,2540.9,0.000024934
2.5405,2540.5,18.00002313,2.5411,2541.1,0.000024197
2.5407,2540.7,18.00002744,2.5414,2541.4,0.000024908
2.5409,2540.9,18.00002315,2.5416,2541.6,0.000024212
2.5411,2541.1,18.00002754,2.5418,2541.8,0.000024937
2.5414,2541.4,18.00002323,2.542,2542,0.000024198
2.5416,2541.6,18.00002759,2.5422,2542.2,0.000024976
2.5418,2541.8,18.00002317,2.5424,2542.4,0.000024203
2.542,2542,18.00002738,2.5426,2542.6,0.000024924
2.5422,2542.2,18.00002313,2.5428,2542.8,0.000024219
2.5424,2542.4,18.00002748,2.543,2543,0.000024942
2.5426,2542.6,18.0000232,2.5432,2543.2,0.000024191
2.5428,2542.8,18.00002762,2.5434,2543.4,0.000024905
2.543,2543,18.00002329,2.5436,2543.6,0.000024208
2.5432,2543.2,18.00002764,2.5438,2543.8,0.000024888
2.5434,2543.4,18.00002325,2.544,2544,0.000024182
2.5436,2543.6,18.00002749,2.5442,2544.2,0.000024891
2.5438,2543.8,18.00002314,2.5445,2544.5,0.000024158
2.544,2544,18.00002745,2.5447,2544.7,0.000024901
2.5442,2544.2,18.00002319,2.5449,2544.9,0.000024147
2.5445,2544.5,18.00002753,2.5451,2545.1,0.000024932
2.5447,2544.7,18.00002325,2.5453,2545.3,0.000024186
2.5449,2544.9,18.00002756,2.5455,2545.5,0.000024897
2.5451,2545.1,18.00002312,2.5457,2545.7,0.00002416
2.5453,2545.3,18.00002748,2.5459,2545.9,0.000024889
2.5455,2545.5,18.00002311,2.5461,2546.1,0.000024157
2.5457,2545.7,18.00002742,2.5463,2546.3,0.000024892
2.5459,2545.9,18.00002305,2.5465,2546.5,0.000024183
2.5461,2546.1,18.00002733,2.5467,2546.7,0.000024856
2.5463,2546.3,18.00002314,2.5469,2546.9,0.000024125
2.5465,2546.5,18.00002749,2.5471,2547.1,0.000024881
2.5467,2546.7,18.00002325,2.5473,2547.3,0.000024145
2.5469,2546.9,18.00002753,2.5476,2547.6,0.000024842
2.5471,2547.1,18.00002315,2.5478,2547.8,0.000024102
2.5473,2547.3,18.00002741,2.548,2548,0.00002486
2.5476,2547.6,18.0000231,2.5482,2548.2,0.000024128
2.5478,2547.8,18.00002741,2.5484,2548.4,0.000024875
2.548,2548,18.00002322,2.5486,2548.6,0.000024098
2.5482,2548.2,18.00002752,2.5488,2548.8,0.000024807
2.5484,2548.4,18.00002327,2.549,2549,0.000024087
2.5486,2548.6,18.00002757,2.5492,2549.2,0.000024827
2.5488,2548.8,18.00002307,2.5494,2549.4,0.000024113
2.549,2549,18.00002744,2.5496,2549.6,0.000024822
2.5492,2549.2,18.00002297,2.5498,2549.8,0.000024113
2.5494,2549.4,18.00002741,2.55,2550,0.000024833
2.5496,2549.6,18.00002302,2.5502,2550.2,0.000024113
2.5498,2549.8,18.00002748,2.5504,2550.4,0.000024821
2.55,2550,18.00002319,2.5507,2550.7,0.000024094
2.5502,2550.2,18.00002736,2.5509,2550.9,0.00002481
2.5504,2550.4,18.0000231,2.5511,2551.1,0.000024097
2.5507,2550.7,18.00002732,2.5513,2551.3,0.000024791
2.5509,2550.9,18.00002306,2.5515,2551.5,0.000024075
2.5511,2551.1,18.00002743,2.5517,2551.7,0.000024829
2.5513,2551.3,18.00002316,2.5519,2551.9,0.000024133
2.5515,2551.5,18.00002741,2.5521,2552.1,0.000024813
2.5517,2551.7,18.00002325,2.5523,2552.3,0.00002406
2.5519,2551.9,18.00002741,2.5525,2552.5,0.000024804
2.5521,2552.1,18.00002316,2.5527,2552.7,0.00002407
2.5523,2552.3,18.00002737,2.5529,2552.9,0.000024784
2.5525,2552.5,18.00002303,2.5531,2553.1,0.000024084
2.5527,2552.7,18.00002737,2.5533,2553.3,0.000024802
2.5529,2552.9,18.00002295,2.5536,2553.6,0.000024057
2.5531,2553.1,18.00002746,2.5538,2553.8,0.000024791
2.5533,2553.3,18.00002309,2.554,2554,0.000024055
2.5536,2553.6,18.00002741,2.5542,2554.2,0.000024768
2.5538,2553.8,18.0000231,2.5544,2554.4,0.000024044
2.554,2554,18.00002725,2.5546,2554.6,0.000024756
2.5542,2554.2,18.00002302,2.5548,2554.8,0.000024063
2.5544,2554.4,18.00002727,2.555,2555,0.000024736
2.5546,2554.6,18.000023,2.5552,2555.2,0.000024023
2.5548,2554.8,18.00002741,2.5554,2555.4,0.000024821
2.555,2555,18.00002318,2.5556,2555.6,0.00002406
2.5552,2555.2,18.00002746,2.5558,2555.8,0.0000248
2.5554,2555.4,18.00002312,2.556,2556,0.000024051
2.5556,2555.6,18.00002727,2.5562,2556.2,0.00002474
2.5558,2555.8,18.000023,2.5564,2556.4,0.000024007
2.556,2556,18.00002721,2.5567,2556.7,0.000024731
2.5562,2556.2,18.00002301,2.5569,2556.9,0.000024001
2.5564,2556.4,18.00002723,2.5571,2557.1,0.000024669
2.5567,2556.7,18.00002302,2.5573,2557.3,0.000023971
2.5569,2556.9,18.00002733,2.5575,2557.5,0.000024718
2.5571,2557.1,18.00002305,2.5577,2557.7,0.00002398
2.5573,2557.3,18.00002726,2.5579,2557.9,0.000024696
2.5575,2557.5,18.00002299,2.5581,2558.1,0.000024013
2.5577,2557.7,18.00002717,2.5583,2558.3,0.000024734
2.5579,2557.9,18.0000229,2.5585,2558.5,0.000024003
2.5581,2558.1,18.00002722,2.5587,2558.7,0.000024721
2.5583,2558.3,18.00002311,2.5589,2558.9,0.000023971
2.5585,2558.5,18.00002749,2.5591,2559.1,0.000024716
2.5587,2558.7,18.00002316,2.5593,2559.3,0.000023951
2.5589,2558.9,18.0000274,2.5595,2559.5,0.000024681
2.5591,2559.1,18.000023,2.5598,2559.8,0.000023961
2.5593,2559.3,18.00002725,2.56,2560,0.000024697
2.5595,2559.5,18.00002298,2.5602,2560.2,0.000023977
2.5598,2559.8,18.00002721,2.5604,2560.4,0.000024696
2.56,2560,18.00002303,2.5606,2560.6,0.000023944
2.5602,2560.2,18.00002727,2.5608,2560.8,0.000024701
2.5604,2560.4,18.00002308,2.561,2561,0.000023975
2.5606,2560.6,18.00002725,2.5612,2561.2,0.000024688
2.5608,2560.8,18.00002298,2.5614,2561.4,0.000023956
2.561,2561,18.00002714,2.5616,2561.6,0.000024683
2.5612,2561.2,18.00002283,2.5618,2561.8,0.000023942
2.5614,2561.4,18.00002712,2.562,2562,0.000024687
2.5616,2561.6,18.00002295,2.5622,2562.2,0.000023933
2.5618,2561.8,18.00002724,2.5624,2562.4,0.000024618
2.562,2562,18.00002305,2.5627,2562.7,0.000023955
2.5622,2562.2,18.00002729,2.5629,2562.9,0.000024704
2.5624,2562.4,18.00002301,2.5631,2563.1,0.000023968
2.5627,2562.7,18.00002726,2.5633,2563.3,0.00002466
2.5629,2562.9,18.00002291,2.5635,2563.5,0.000023892
2.5631,2563.1,18.00002718,2.5637,2563.7,0.000024667
2.5633,2563.3,18.00002294,2.5639,2563.9,0.000023913
2.5635,2563.5,18.00002721,2.5641,2564.1,0.000024612
2.5637,2563.7,18.00002318,2.5643,2564.3,0.000023915
2.5639,2563.9,18.00002736,2.5645,2564.5,0.000024648
2.5641,2564.1,18.00002312,2.5647,2564.7,0.000023923
2.5643,2564.3,18.00002721,2.5649,2564.9,0.000024675
2.5645,2564.5,18.00002288,2.5651,2565.1,0.000023904
2.5647,2564.7,18.00002718,2.5653,2565.3,0.000024605
2.5649,2564.9,18.00002283,2.5655,2565.5,0.000023946
2.5651,2565.1,18.00002722,2.5658,2565.8,0.000024581
2.5653,2565.3,18.00002288,2.566,2566,0.000023843
2.5655,2565.5,18.00002711,2.5662,2566.2,0.000024615
2.5658,2565.8,18.00002293,2.5664,2566.4,0.000023889
2.566,2566,18.00002709,2.5666,2566.6,0.000024625
2.5662,2566.2,18.00002285,2.5668,2566.8,0.000023876
2.5664,2566.4,18.0000271,2.567,2567,0.000024583
2.5666,2566.6,18.00002282,2.5672,2567.2,0.000023883
2.5668,2566.8,18.00002719,2.5674,2567.4,0.0000246
2.567,2567,18.00002298,2.5676,2567.6,0.000023888
2.5672,2567.2,18.00002725,2.5678,2567.8,0.000024618
2.5674,2567.4,18.00002303,2.568,2568,0.000023848
2.5676,2567.6,18.00002718,2.5682,2568.2,0.000024595
2.5678,2567.8,18.00002302,2.5684,2568.4,0.000023866
2.568,2568,18.00002719,2.5686,2568.6,0.000024555
2.5682,2568.2,18.00002294,2.5689,2568.9,0.00002387
2.5684,2568.4,18.00002713,2.5691,2569.1,0.000024572
2.5686,2568.6,18.0000229,2.5693,2569.3,0.000023853
2.5689,2568.9,18.00002719,2.5695,2569.5,0.000024542
2.5691,2569.1,18.00002294,2.5697,2569.7,0.000023865
2.5693,2569.3,18.00002715,2.5699,2569.9,0.000024553
2.5695,2569.5,18.00002284,2.5701,2570.1,0.000023851
2.5697,2569.7,18.00002698,2.5703,2570.3,0.000024539
2.5699,2569.9,18.00002272,2.5705,2570.5,0.00002385
2.5701,2570.1,18.000027,2.5707,2570.7,0.000024577
