Frequency (eV),Frequency (meV),vDOS 300K
1.9459,1945.9,9.34764E-05
1.9461,1946.1,0.00010055
1.9463,1946.3,9.32964E-05
1.9465,1946.5,0.000100555
1.9467,1946.7,0.00009348
1.9469,1946.9,0.000100349
1.9472,1947.2,0.000093492
1.9474,1947.4,0.000100703
1.9476,1947.6,9.35292E-05
1.9478,1947.8,0.000100458
1.948,1948,0.000093282
1.9482,1948.2,0.000100357
1.9485,1948.5,9.29964E-05
1.9487,1948.7,0.000100076
1.9489,1948.9,0.000093186
1.9491,1949.1,0.000100307
1.9493,1949.3,9.31956E-05
1.9495,1949.5,0.000100471
1.9498,1949.8,9.33912E-05
1.95,1950,0.000100285
1.9502,1950.2,9.31968E-05
1.9504,1950.4,0.0001001
1.9506,1950.6,9.31656E-05
1.9508,1950.8,9.99504E-05
1.9511,1951.1,9.30012E-05
1.9513,1951.3,0.000100254
1.9515,1951.5,9.28596E-05
1.9517,1951.7,9.99144E-05
1.9519,1951.9,9.29532E-05
1.9522,1952.2,0.000100252
1.9524,1952.4,9.30948E-05
1.9526,1952.6,9.98208E-05
1.9528,1952.8,9.30552E-05
1.953,1953,0.000100024
1.9532,1953.2,0.000092892
1.9535,1953.5,9.98424E-05
1.9537,1953.7,0.000092844
1.9539,1953.9,9.98928E-05
1.9541,1954.1,9.25728E-05
1.9543,1954.3,9.97488E-05
1.9545,1954.5,0.000092856
1.9548,1954.8,9.98412E-05
1.955,1955,9.26544E-05
1.9552,1955.2,9.99192E-05
1.9554,1955.4,9.29004E-05
1.9556,1955.6,9.98028E-05
1.9558,1955.8,9.26304E-05
1.9561,1956.1,9.95772E-05
1.9563,1956.3,9.26304E-05
1.9565,1956.5,9.94824E-05
1.9567,1956.7,9.24636E-05
1.9569,1956.9,9.97044E-05
1.9572,1957.2,9.25008E-05
1.9574,1957.4,9.97296E-05
1.9576,1957.6,9.26508E-05
1.9578,1957.8,9.95988E-05
1.958,1958,9.25824E-05
1.9582,1958.2,9.95904E-05
1.9585,1958.5,9.25368E-05
1.9587,1958.7,0.00009936
1.9589,1958.9,9.22932E-05
1.9591,1959.1,9.93276E-05
1.9593,1959.3,9.23328E-05
1.9595,1959.5,0.00009939
1.9598,1959.8,9.23844E-05
1.96,1960,9.93456E-05
1.9602,1960.2,9.23232E-05
1.9604,1960.4,9.93864E-05
1.9606,1960.6,9.24648E-05
1.9608,1960.8,0.000099294
1.9611,1961.1,9.23052E-05
1.9613,1961.3,9.92364E-05
1.9615,1961.5,0.000092196
1.9617,1961.7,0.00009903
1.9619,1961.9,9.20496E-05
1.9622,1962.2,9.91176E-05
1.9624,1962.4,9.21468E-05
1.9626,1962.6,0.000099102
1.9628,1962.8,9.20688E-05
1.963,1963,9.92376E-05
1.9632,1963.2,9.22752E-05
1.9635,1963.5,9.91608E-05
1.9637,1963.7,9.20292E-05
1.9639,1963.9,9.89088E-05
1.9641,1964.1,9.21024E-05
1.9643,1964.3,9.88308E-05
1.9645,1964.5,9.18444E-05
1.9648,1964.8,0.000098886
1.965,1965,9.19104E-05
1.9652,1965.2,9.89004E-05
1.9654,1965.4,9.19632E-05
1.9656,1965.6,9.88704E-05
1.9658,1965.8,0.000092028
1.9661,1966.1,9.90168E-05
1.9663,1966.3,9.19092E-05
1.9665,1966.5,9.87492E-05
1.9667,1966.7,9.18072E-05
1.9669,1966.9,9.86844E-05
1.9671,1967.1,9.19476E-05
1.9674,1967.4,9.86484E-05
1.9676,1967.6,9.16704E-05
1.9678,1967.8,9.85944E-05
1.968,1968,9.16392E-05
1.9682,1968.2,9.86676E-05
1.9685,1968.5,9.17784E-05
1.9687,1968.7,9.86304E-05
1.9689,1968.9,0.00009168
1.9691,1969.1,9.87252E-05
1.9693,1969.3,9.17832E-05
1.9695,1969.5,9.83688E-05
1.9698,1969.8,9.15444E-05
1.97,1970,9.84276E-05
1.9702,1970.2,9.14796E-05
1.9704,1970.4,0.000098376
1.9706,1970.6,9.13296E-05
1.9708,1970.8,9.85176E-05
1.9711,1971.1,0.000091422
1.9713,1971.3,9.82272E-05
1.9715,1971.5,0.000091644
1.9717,1971.7,0.000098514
1.9719,1971.9,9.15396E-05
1.9721,1972.1,9.82524E-05
1.9724,1972.4,9.14556E-05
1.9726,1972.6,9.82872E-05
1.9728,1972.8,9.11556E-05
1.973,1973,9.80736E-05
1.9732,1973.2,9.12024E-05
1.9735,1973.5,9.83112E-05
1.9737,1973.7,9.12456E-05
1.9739,1973.9,9.81156E-05
1.9741,1974.1,9.14676E-05
1.9743,1974.3,0.000098172
1.9745,1974.5,9.12624E-05
1.9748,1974.8,0.000098034
1.975,1975,9.13248E-05
1.9752,1975.2,9.79656E-05
1.9754,1975.4,9.10524E-05
1.9756,1975.6,9.79776E-05
1.9758,1975.8,9.12396E-05
1.9761,1976.1,9.79212E-05
1.9763,1976.3,9.09612E-05
1.9765,1976.5,9.80184E-05
1.9767,1976.7,9.11316E-05
1.9769,1976.9,0.000097872
1.9771,1977.1,9.11808E-05
1.9774,1977.4,9.78252E-05
1.9776,1977.6,0.000090978
1.9778,1977.8,0.00009771
1.978,1978,9.08556E-05
1.9782,1978.2,9.77388E-05
1.9785,1978.5,9.07632E-05
1.9787,1978.7,9.76668E-05
1.9789,1978.9,9.09312E-05
1.9791,1979.1,9.76896E-05
1.9793,1979.3,9.08928E-05
1.9795,1979.5,9.78144E-05
1.9798,1979.8,9.10032E-05
1.98,1980,9.74808E-05
1.9802,1980.2,9.07152E-05
1.9804,1980.4,9.76464E-05
1.9806,1980.6,9.07836E-05
1.9808,1980.8,9.74292E-05
1.9811,1981.1,9.06468E-05
1.9813,1981.3,9.77568E-05
1.9815,1981.5,9.07008E-05
1.9817,1981.7,0.00009744
1.9819,1981.9,9.06924E-05
1.9821,1982.1,9.74172E-05
1.9824,1982.4,9.06156E-05
1.9826,1982.6,9.73764E-05
1.9828,1982.8,9.07296E-05
1.983,1983,9.74148E-05
1.9832,1983.2,9.04884E-05
1.9835,1983.5,9.71916E-05
1.9837,1983.7,0.000090564
1.9839,1983.9,9.72768E-05
1.9841,1984.1,9.03312E-05
1.9843,1984.3,9.74184E-05
1.9845,1984.5,0.000090504
1.9848,1984.8,9.71868E-05
1.985,1985,9.05148E-05
1.9852,1985.2,9.72048E-05
1.9854,1985.4,9.05532E-05
1.9856,1985.6,9.70692E-05
1.9858,1985.8,0.000090378
1.9861,1986.1,0.00009711
1.9863,1986.3,9.02148E-05
1.9865,1986.5,0.000096996
1.9867,1986.7,9.02256E-05
1.9869,1986.9,9.69864E-05
1.9871,1987.1,9.01404E-05
1.9874,1987.4,0.000097056
1.9876,1987.6,9.04428E-05
1.9878,1987.8,0.000097038
1.988,1988,9.01332E-05
1.9882,1988.2,9.70212E-05
1.9884,1988.4,9.02952E-05
1.9887,1988.7,9.67464E-05
1.9889,1988.9,9.00108E-05
1.9891,1989.1,0.000096972
1.9893,1989.3,0.000090036
1.9895,1989.5,0.00009681
1.9898,1989.8,0.000090042
1.99,1990,9.69324E-05
1.9902,1990.2,9.00744E-05
1.9904,1990.4,9.65616E-05
1.9906,1990.6,9.00996E-05
1.9908,1990.8,9.67968E-05
1.9911,1991.1,8.98236E-05
1.9913,1991.3,0.000096552
1.9915,1991.5,9.00432E-05
1.9917,1991.7,9.67512E-05
1.9919,1991.9,8.98188E-05
1.9921,1992.1,9.64596E-05
1.9924,1992.4,8.99244E-05
1.9926,1992.6,9.66012E-05
1.9928,1992.8,0.000089886
1.993,1993,9.64872E-05
1.9932,1993.2,8.97648E-05
1.9934,1993.4,0.000096438
1.9937,1993.7,8.96328E-05
1.9939,1993.9,0.00009648
1.9941,1994.1,0.000089718
1.9943,1994.3,9.63528E-05
1.9945,1994.5,8.97792E-05
1.9948,1994.8,9.65604E-05
1.995,1995,8.97768E-05
1.9952,1995.2,9.63132E-05
1.9954,1995.4,8.96832E-05
1.9956,1995.6,0.000096312
1.9958,1995.8,8.94648E-05
1.9961,1996.1,9.61608E-05
1.9963,1996.3,8.94528E-05
1.9965,1996.5,9.62076E-05
1.9967,1996.7,8.94816E-05
1.9969,1996.9,9.62868E-05
1.9971,1997.1,8.96964E-05
1.9974,1997.4,0.000096132
1.9976,1997.6,8.96532E-05
1.9978,1997.8,0.000096186
1.998,1998,8.94432E-05
1.9982,1998.2,9.60828E-05
1.9984,1998.4,8.93484E-05
1.9987,1998.7,9.59952E-05
1.9989,1998.9,0.000089178
1.9991,1999.1,9.59388E-05
1.9993,1999.3,8.92956E-05
1.9995,1999.5,9.59628E-05
1.9998,1999.8,8.93556E-05
2,2000,9.60048E-05
2.0002,2000.2,8.93904E-05
2.0004,2000.4,9.59208E-05
2.0006,2000.6,8.94312E-05
2.0008,2000.8,9.58728E-05
2.0011,2001.1,8.91804E-05
2.0013,2001.3,9.57612E-05
2.0015,2001.5,8.90664E-05
2.0017,2001.7,9.56556E-05
2.0019,2001.9,0.000089088
2.0021,2002.1,9.57216E-05
2.0024,2002.4,8.91804E-05
2.0026,2002.6,9.58248E-05
2.0028,2002.8,8.93076E-05
2.003,2003,9.58476E-05
2.0032,2003.2,8.91684E-05
2.0034,2003.4,9.56772E-05
2.0037,2003.7,8.90232E-05
2.0039,2003.9,9.55224E-05
2.0041,2004.1,0.000088932
2.0043,2004.3,9.55836E-05
2.0045,2004.5,8.89428E-05
2.0047,2004.7,9.55104E-05
2.005,2005,8.91024E-05
2.0052,2005.2,9.55644E-05
2.0054,2005.4,8.90388E-05
2.0056,2005.6,9.54456E-05
2.0058,2005.8,8.89968E-05
2.0061,2006.1,9.54444E-05
2.0063,2006.3,8.88696E-05
2.0065,2006.5,0.000095334
2.0067,2006.7,8.87496E-05
2.0069,2006.9,9.54384E-05
2.0071,2007.1,8.88216E-05
2.0074,2007.4,9.53328E-05
2.0076,2007.6,8.88324E-05
2.0078,2007.8,9.53964E-05
2.008,2008,8.89524E-05
2.0082,2008.2,9.52044E-05
2.0084,2008.4,8.87844E-05
2.0087,2008.7,0.000095238
2.0089,2008.9,8.85156E-05
2.0091,2009.1,9.51492E-05
2.0093,2009.3,8.85408E-05
2.0095,2009.5,9.52788E-05
2.0097,2009.7,0.000088644
2.01,2010,9.51816E-05
2.0102,2010.2,8.87844E-05
2.0104,2010.4,9.52176E-05
2.0106,2010.6,8.87088E-05
2.0108,2010.8,9.50748E-05
2.0111,2011.1,8.86356E-05
2.0113,2011.3,9.49488E-05
2.0115,2011.5,8.83632E-05
2.0117,2011.7,9.48648E-05
2.0119,2011.9,8.83128E-05
2.0121,2012.1,9.49272E-05
2.0124,2012.4,8.84796E-05
2.0126,2012.6,0.000095052
2.0128,2012.8,0.00008847
2.013,2013,0.000095094
2.0132,2013.2,8.85492E-05
2.0134,2013.4,9.48024E-05
2.0137,2013.7,0.000088386
2.0139,2013.9,9.47388E-05
2.0141,2014.1,8.82564E-05
2.0143,2014.3,9.46824E-05
2.0145,2014.5,8.81328E-05
2.0147,2014.7,9.48564E-05
2.015,2015,8.82228E-05
2.0152,2015.2,9.48276E-05
2.0154,2015.4,0.000088332
2.0156,2015.6,0.000094884
2.0158,2015.8,8.82852E-05
2.0161,2016.1,9.46608E-05
2.0163,2016.3,8.82276E-05
2.0165,2016.5,9.46272E-05
2.0167,2016.7,8.80764E-05
2.0169,2016.9,9.45156E-05
2.0171,2017.1,8.80164E-05
2.0174,2017.4,9.45384E-05
2.0176,2017.6,8.78724E-05
2.0178,2017.8,0.000094566
2.018,2018,8.81292E-05
2.0182,2018.2,9.46164E-05
2.0184,2018.4,8.80152E-05
2.0187,2018.7,9.44472E-05
2.0189,2018.9,0.000088038
2.0191,2019.1,9.44136E-05
2.0193,2019.3,8.79924E-05
2.0195,2019.5,9.44316E-05
2.0197,2019.7,8.78484E-05
2.02,2020,9.43632E-05
2.0202,2020.2,0.00008784
2.0204,2020.4,9.43896E-05
2.0206,2020.6,8.78376E-05
2.0208,2020.8,9.42432E-05
2.0211,2021.1,8.78976E-05
2.0213,2021.3,9.42984E-05
2.0215,2021.5,8.77548E-05
2.0217,2021.7,9.42276E-05
2.0219,2021.9,8.76384E-05
2.0221,2022.1,0.00009417
2.0224,2022.4,8.76684E-05
2.0226,2022.6,0.00009399
2.0228,2022.8,8.77248E-05
2.023,2023,9.41052E-05
2.0232,2023.2,8.76768E-05
2.0234,2023.4,9.40248E-05
2.0237,2023.7,8.75544E-05
2.0239,2023.9,9.40548E-05
2.0241,2024.1,0.00008739
2.0243,2024.3,9.39756E-05
2.0245,2024.5,8.74884E-05
2.0247,2024.7,9.39372E-05
2.025,2025,8.75376E-05
2.0252,2025.2,9.39564E-05
2.0254,2025.4,8.75736E-05
2.0256,2025.6,0.00009387
2.0258,2025.8,0.000087438
2.026,2026,9.39024E-05
2.0263,2026.3,8.73804E-05
2.0265,2026.5,9.38292E-05
2.0267,2026.7,8.73624E-05
2.0269,2026.9,9.37788E-05
2.0271,2027.1,8.73084E-05
2.0274,2027.4,9.37632E-05
2.0276,2027.6,0.000087282
2.0278,2027.8,9.36108E-05
2.028,2028,8.73024E-05
2.0282,2028.2,9.35532E-05
2.0284,2028.4,8.71836E-05
2.0287,2028.7,9.36828E-05
2.0289,2028.9,8.72052E-05
2.0291,2029.1,9.36972E-05
2.0293,2029.3,0.000087216
2.0295,2029.5,9.35724E-05
2.0297,2029.7,0.000087078
2.03,2030,9.33996E-05
2.0302,2030.2,8.70528E-05
2.0304,2030.4,9.33924E-05
2.0306,2030.6,8.70348E-05
2.0308,2030.8,9.34164E-05
2.031,2031,8.70348E-05
2.0313,2031.3,9.34488E-05
2.0315,2031.5,8.71584E-05
2.0317,2031.7,9.34788E-05
2.0319,2031.9,8.69376E-05
2.0321,2032.1,9.34044E-05
2.0324,2032.4,8.68548E-05
2.0326,2032.6,0.000093174
2.0328,2032.8,8.67768E-05
2.033,2033,9.32856E-05
2.0332,2033.2,0.000086946
2.0334,2033.4,9.33048E-05
2.0337,2033.7,8.69964E-05
2.0339,2033.9,0.000093378
2.0341,2034.1,8.68752E-05
2.0343,2034.3,9.31488E-05
2.0345,2034.5,0.000086808
2.0347,2034.7,9.31464E-05
2.035,2035,8.67924E-05
2.0352,2035.2,0.00009309
2.0354,2035.4,8.67348E-05
2.0356,2035.6,9.31104E-05
2.0358,2035.8,8.66868E-05
2.036,2036,0.000093
2.0363,2036.3,8.67804E-05
2.0365,2036.5,9.30336E-05
2.0367,2036.7,8.66508E-05
2.0369,2036.9,9.30252E-05
2.0371,2037.1,8.66196E-05
2.0374,2037.4,9.30624E-05
2.0376,2037.6,8.65512E-05
2.0378,2037.8,9.28584E-05
2.038,2038,8.65836E-05
2.0382,2038.2,9.28284E-05
2.0384,2038.4,8.65872E-05
2.0387,2038.7,9.27036E-05
2.0389,2038.9,0.000086502
2.0391,2039.1,9.29508E-05
2.0393,2039.3,8.64876E-05
2.0395,2039.5,9.27876E-05
2.0397,2039.7,8.64492E-05
2.04,2040,9.27264E-05
2.0402,2040.2,8.65776E-05
2.0404,2040.4,9.26244E-05
2.0406,2040.6,8.63244E-05
2.0408,2040.8,9.26268E-05
2.041,2041,8.61816E-05
2.0413,2041.3,9.27396E-05
2.0415,2041.5,0.000086382
2.0417,2041.7,0.000092748
2.0419,2041.9,8.63364E-05
2.0421,2042.1,9.26628E-05
2.0423,2042.3,8.64192E-05
2.0426,2042.6,9.24324E-05
2.0428,2042.8,8.60916E-05
2.043,2043,9.23808E-05
2.0432,2043.2,8.61888E-05
2.0434,2043.4,9.25092E-05
2.0437,2043.7,8.59728E-05
2.0439,2043.9,9.25416E-05
2.0441,2044.1,8.61312E-05
2.0443,2044.3,9.25704E-05
2.0445,2044.5,8.61516E-05
2.0447,2044.7,9.23316E-05
2.045,2045,8.62032E-05
2.0452,2045.2,9.22896E-05
2.0454,2045.4,8.59872E-05
2.0456,2045.6,9.21708E-05
2.0458,2045.8,8.58432E-05
2.046,2046,9.22908E-05
2.0463,2046.3,0.000085866
2.0465,2046.5,9.23352E-05
2.0467,2046.7,8.60016E-05
2.0469,2046.9,9.22788E-05
2.0471,2047.1,0.000086118
2.0473,2047.3,9.22512E-05
2.0476,2047.6,8.59836E-05
2.0478,2047.8,9.20808E-05
2.048,2048,8.58528E-05
2.0482,2048.2,0.000092034
2.0484,2048.4,0.000085686
2.0487,2048.7,9.20832E-05
2.0489,2048.9,8.58108E-05
2.0491,2049.1,9.22236E-05
2.0493,2049.3,8.58456E-05
2.0495,2049.5,9.19788E-05
2.0497,2049.7,8.58792E-05
2.05,2050,0.000091944
2.0502,2050.2,8.58024E-05
2.0504,2050.4,9.19008E-05
2.0506,2050.6,8.56764E-05
2.0508,2050.8,9.20052E-05
2.051,2051,8.56044E-05
2.0513,2051.3,0.000091866
2.0515,2051.5,8.55696E-05
2.0517,2051.7,9.19116E-05
2.0519,2051.9,8.56464E-05
2.0521,2052.1,9.17856E-05
2.0523,2052.3,8.56668E-05
2.0526,2052.6,9.17664E-05
2.0528,2052.8,0.000085686
2.053,2053,9.16836E-05
2.0532,2053.2,8.55192E-05
2.0534,2053.4,9.17052E-05
2.0537,2053.7,8.54436E-05
2.0539,2053.9,9.16488E-05
2.0541,2054.1,8.53632E-05
2.0543,2054.3,0.000091758
2.0545,2054.5,8.55108E-05
2.0547,2054.7,9.16524E-05
2.055,2055,8.54916E-05
2.0552,2055.2,9.15744E-05
2.0554,2055.4,0.000085416
2.0556,2055.6,9.15048E-05
2.0558,2055.8,8.53608E-05
2.056,2056,9.14952E-05
2.0563,2056.3,8.53716E-05
2.0565,2056.5,9.14172E-05
2.0567,2056.7,8.52324E-05
2.0569,2056.9,9.15156E-05
2.0571,2057.1,0.000085218
2.0573,2057.3,0.00009135
2.0576,2057.6,0.000085314
2.0578,2057.8,9.14064E-05
2.058,2058,8.52096E-05
2.0582,2058.2,9.13776E-05
2.0584,2058.4,8.50932E-05
2.0587,2058.7,9.14004E-05
2.0589,2058.9,8.52192E-05
2.0591,2059.1,9.13368E-05
2.0593,2059.3,8.51076E-05
2.0595,2059.5,9.11892E-05
2.0597,2059.7,8.50092E-05
2.06,2060,9.10824E-05
2.0602,2060.2,8.50836E-05
2.0604,2060.4,9.12216E-05
2.0606,2060.6,0.00008508
2.0608,2060.8,9.12516E-05
2.061,2061,0.000084996
2.0613,2061.3,9.12528E-05
2.0615,2061.5,8.49288E-05
2.0617,2061.7,0.00009111
2.0619,2061.9,8.49744E-05
2.0621,2062.1,9.09468E-05
2.0623,2062.3,8.48784E-05
2.0626,2062.6,9.10392E-05
2.0628,2062.8,8.49348E-05
2.063,2063,9.10476E-05
2.0632,2063.2,8.47812E-05
2.0634,2063.4,0.000091068
2.0636,2063.6,8.49072E-05
2.0639,2063.9,9.09492E-05
2.0641,2064.1,8.48508E-05
2.0643,2064.3,9.09228E-05
2.0645,2064.5,8.47404E-05
2.0647,2064.7,9.07728E-05
2.065,2065,8.47044E-05
2.0652,2065.2,9.09264E-05
2.0654,2065.4,8.46408E-05
2.0656,2065.6,0.00009078
2.0658,2065.8,8.47308E-05
2.066,2066,9.07692E-05
2.0663,2066.3,8.45496E-05
2.0665,2066.5,9.07044E-05
2.0667,2066.7,8.47104E-05
2.0669,2066.9,9.08208E-05
2.0671,2067.1,0.000084504
2.0673,2067.3,0.000090672
2.0676,2067.6,8.45484E-05
2.0678,2067.8,9.07032E-05
2.068,2068,8.44368E-05
2.0682,2068.2,9.06132E-05
2.0684,2068.4,0.000084558
2.0686,2068.6,9.05688E-05
2.0689,2068.9,0.000084474
2.0691,2069.1,9.05892E-05
2.0693,2069.3,8.45112E-05
2.0695,2069.5,9.04704E-05
2.0697,2069.7,8.44452E-05
2.07,2070,9.04848E-05
2.0702,2070.2,8.44248E-05
2.0704,2070.4,9.04044E-05
2.0706,2070.6,8.43276E-05
2.0708,2070.8,9.04044E-05
2.071,2071,8.44044E-05
2.0713,2071.3,0.000090486
2.0715,2071.5,0.000084336
2.0717,2071.7,9.04188E-05
2.0719,2071.9,0.000084366
2.0721,2072.1,0.000090276
2.0723,2072.3,8.43624E-05
2.0726,2072.6,9.01644E-05
2.0728,2072.8,8.41908E-05
2.073,2073,9.03024E-05
2.0732,2073.2,8.42508E-05
2.0734,2073.4,9.01632E-05
2.0736,2073.6,8.40024E-05
2.0739,2073.9,9.02064E-05
2.0741,2074.1,0.00008418
2.0743,2074.3,9.02484E-05
2.0745,2074.5,8.41884E-05
2.0747,2074.7,9.02328E-05
2.075,2075,8.41752E-05
2.0752,2075.2,9.00936E-05
2.0754,2075.4,8.39724E-05
2.0756,2075.6,9.00396E-05
2.0758,2075.8,8.38212E-05
2.076,2076,9.00276E-05
2.0763,2076.3,8.40564E-05
2.0765,2076.5,8.99928E-05
2.0767,2076.7,8.38656E-05
2.0769,2076.9,8.99808E-05
2.0771,2077.1,0.000084036
2.0773,2077.3,8.99364E-05
2.0776,2077.6,0.000083958
2.0778,2077.8,8.99352E-05
2.078,2078,8.39532E-05
2.0782,2078.2,8.98176E-05
2.0784,2078.4,8.37516E-05
2.0786,2078.6,8.98596E-05
2.0789,2078.9,8.37372E-05
2.0791,2079.1,8.98344E-05
2.0793,2079.3,0.000083736
2.0795,2079.5,0.000089886
2.0797,2079.7,8.38356E-05
2.0799,2079.9,8.97396E-05
2.0802,2080.2,8.38032E-05
2.0804,2080.4,8.97492E-05
2.0806,2080.6,8.37432E-05
2.0808,2080.8,8.96136E-05
2.081,2081,0.000083808
2.0813,2081.3,8.96052E-05
2.0815,2081.5,0.000083508
2.0817,2081.7,8.96544E-05
2.0819,2081.9,8.36196E-05
2.0821,2082.1,0.000089634
2.0823,2082.3,8.35584E-05
2.0826,2082.6,8.95248E-05
2.0828,2082.8,0.00008364
2.083,2083,0.000089508
2.0832,2083.2,8.36004E-05
2.0834,2083.4,8.93976E-05
2.0836,2083.6,8.35212E-05
2.0839,2083.9,8.94492E-05
2.0841,2084.1,0.000083424
2.0843,2084.3,8.94384E-05
2.0845,2084.5,0.00008334
2.0847,2084.7,0.000089574
2.0849,2084.9,8.34012E-05
2.0852,2085.2,8.93088E-05
2.0854,2085.4,8.34456E-05
2.0856,2085.6,0.000089376
2.0858,2085.8,8.35308E-05
2.086,2086,8.91852E-05
2.0863,2086.3,8.32728E-05
2.0865,2086.5,8.92452E-05
2.0867,2086.7,0.000083352
2.0869,2086.9,8.92308E-05
2.0871,2087.1,0.000083166
2.0873,2087.3,8.91648E-05
2.0876,2087.6,8.33256E-05
2.0878,2087.8,0.000089184
2.088,2088,8.32428E-05
2.0882,2088.2,8.92416E-05
2.0884,2088.4,8.33028E-05
2.0886,2088.6,8.90604E-05
2.0889,2088.9,8.32272E-05
2.0891,2089.1,8.91372E-05
2.0893,2089.3,0.000083004
2.0895,2089.5,8.89092E-05
2.0897,2089.7,8.31384E-05
2.0899,2089.9,0.00008901
2.0902,2090.2,8.30292E-05
2.0904,2090.4,8.90508E-05
2.0906,2090.6,8.32176E-05
2.0908,2090.8,8.90772E-05
2.091,2091,8.31192E-05
2.0913,2091.3,8.89032E-05
2.0915,2091.5,8.30364E-05
2.0917,2091.7,8.89152E-05
2.0919,2091.9,0.000082854
2.0921,2092.1,8.88144E-05
2.0923,2092.3,8.28336E-05
2.0926,2092.6,0.000088872
2.0928,2092.8,8.30148E-05
2.093,2093,8.89188E-05
2.0932,2093.2,8.29404E-05
2.0934,2093.4,0.000088824
2.0936,2093.6,8.29392E-05
2.0939,2093.9,8.87352E-05
2.0941,2094.1,0.000082842
2.0943,2094.3,8.87568E-05
2.0945,2094.5,8.28228E-05
2.0947,2094.7,0.00008871
2.0949,2094.9,8.26644E-05
2.0952,2095.2,8.87352E-05
2.0954,2095.4,8.28408E-05
2.0956,2095.6,8.86728E-05
2.0958,2095.8,8.27436E-05
2.096,2096,8.85312E-05
2.0962,2096.2,8.27292E-05
2.0965,2096.5,0.000088542
2.0967,2096.7,8.27424E-05
2.0969,2096.9,8.86368E-05
2.0971,2097.1,8.26008E-05
2.0973,2097.3,0.000088488
2.0976,2097.6,8.26176E-05
2.0978,2097.8,0.000088416
2.098,2098,8.25288E-05
2.0982,2098.2,0.000088518
2.0984,2098.4,8.27352E-05
2.0986,2098.6,0.000088458
2.0989,2098.9,8.26608E-05
2.0991,2099.1,8.84784E-05
2.0993,2099.3,8.25624E-05
2.0995,2099.5,0.00008838
2.0997,2099.7,0.000082416
2.0999,2099.9,8.82612E-05
2.1002,2100.2,8.24208E-05
2.1004,2100.4,0.000088374
2.1006,2100.6,8.23596E-05
2.1008,2100.8,8.83596E-05
2.101,2101,8.24124E-05
2.1012,2101.2,8.83392E-05
2.1015,2101.5,0.000082494
2.1017,2101.7,0.000088146
2.1019,2101.9,8.22816E-05
2.1021,2102.1,8.81376E-05
2.1023,2102.3,8.22612E-05
2.1026,2102.6,8.82708E-05
2.1028,2102.8,8.23164E-05
2.103,2103,8.80824E-05
2.1032,2103.2,8.23632E-05
2.1034,2103.4,8.81052E-05
2.1036,2103.6,8.22336E-05
2.1039,2103.9,8.79732E-05
2.1041,2104.1,8.22696E-05
2.1043,2104.3,0.000088056
2.1045,2104.5,8.22144E-05
2.1047,2104.7,8.80056E-05
2.1049,2104.9,8.21424E-05
2.1052,2105.2,8.80272E-05
2.1054,2105.4,0.000082116
2.1056,2105.6,8.78544E-05
2.1058,2105.8,8.21532E-05
2.106,2106,8.78916E-05
2.1062,2106.2,8.20824E-05
2.1065,2106.5,8.78772E-05
2.1067,2106.7,8.21724E-05
2.1069,2106.9,8.78508E-05
2.1071,2107.1,8.20752E-05
2.1073,2107.3,8.77764E-05
2.1076,2107.6,8.20008E-05
2.1078,2107.8,8.77452E-05
2.108,2108,8.19456E-05
2.1082,2108.2,8.77236E-05
2.1084,2108.4,8.20056E-05
2.1086,2108.6,8.77116E-05
2.1089,2108.9,8.19456E-05
2.1091,2109.1,8.78016E-05
2.1093,2109.3,8.19492E-05
2.1095,2109.5,8.76468E-05
2.1097,2109.7,8.18364E-05
2.1099,2109.9,8.76324E-05
2.1102,2110.2,8.18808E-05
2.1104,2110.4,8.75436E-05
2.1106,2110.6,8.17668E-05
2.1108,2110.8,8.75616E-05
2.111,2111,8.18448E-05
2.1112,2111.2,0.000087522
2.1115,2111.5,8.17596E-05
2.1117,2111.7,8.74764E-05
2.1119,2111.9,8.17344E-05
2.1121,2112.1,8.74704E-05
2.1123,2112.3,8.16564E-05
2.1126,2112.6,8.73744E-05
2.1128,2112.8,8.17272E-05
2.113,2113,8.74512E-05
2.1132,2113.2,8.15952E-05
2.1134,2113.4,8.74536E-05
2.1136,2113.6,8.16504E-05
2.1139,2113.9,0.000087354
2.1141,2114.1,8.15736E-05
2.1143,2114.3,8.72964E-05
2.1145,2114.5,8.15004E-05
2.1147,2114.7,0.000087372
2.1149,2114.9,0.000081618
2.1152,2115.2,8.72436E-05
2.1154,2115.4,8.14908E-05
2.1156,2115.6,0.0000873
2.1158,2115.8,8.14848E-05
2.116,2116,8.71776E-05
2.1162,2116.2,8.14428E-05
2.1165,2116.5,0.000087234
2.1167,2116.7,8.15364E-05
2.1169,2116.9,8.71356E-05
2.1171,2117.1,0.000081402
2.1173,2117.3,8.71188E-05
2.1175,2117.5,8.13696E-05
2.1178,2117.8,8.72232E-05
2.118,2118,8.14692E-05
2.1182,2118.2,8.70504E-05
2.1184,2118.4,8.13468E-05
2.1186,2118.6,8.70456E-05
2.1189,2118.9,8.13012E-05
2.1191,2119.1,8.69496E-05
2.1193,2119.3,8.12088E-05
2.1195,2119.5,0.000087096
2.1197,2119.7,8.13372E-05
2.1199,2119.9,0.000086934
2.1202,2120.2,8.12184E-05
2.1204,2120.4,8.70156E-05
2.1206,2120.6,8.13288E-05
2.1208,2120.8,8.68728E-05
2.121,2121,8.12088E-05
2.1212,2121.2,8.68968E-05
