Frequency (eV),Frequency (meV),vDOS
2.121742624,2121.742624,0.000053027
2.121990592,2121.990592,0.000048867
2.122114576,2122.114576,0.000053
2.122362545,2122.362545,0.000048815
2.122610513,2122.610513,0.0000529
2.122734498,2122.734498,0.000048851
2.122982466,2122.982466,0.000053112
2.123230435,2123.230435,0.000048838
2.123354419,2123.354419,0.000052886
2.123602387,2123.602387,0.0000488
2.123850356,2123.850356,0.000052989
2.12397434,2123.97434,0.000048865
2.124222309,2124.222309,0.000052883
2.124470277,2124.470277,0.000048794
2.124594262,2124.594262,0.000052884
2.12484223,2124.84223,0.000048706
2.125090199,2125.090199,0.000052775
2.125214183,2125.214183,0.000048741
2.125462151,2125.462151,0.000052836
2.12571012,2125.71012,0.000048758
2.125834104,2125.834104,0.000052922
2.126082073,2126.082073,0.000048639
2.126330041,2126.330041,0.00005275
2.126454025,2126.454025,0.000048633
2.126701994,2126.701994,0.000052792
2.126949962,2126.949962,0.000048689
2.127073947,2127.073947,0.000052803
2.127321915,2127.321915,0.000048654
2.127569884,2127.569884,0.000052762
2.127693868,2127.693868,0.000048673
2.127941837,2127.941837,0.000052687
2.128189805,2128.189805,0.000048623
2.128313789,2128.313789,0.000052758
2.128561758,2128.561758,0.000048654
2.128809726,2128.809726,0.000052728
2.128933711,2128.933711,0.000048518
2.129181679,2129.181679,0.000052607
2.129429648,2129.429648,0.000048564
2.129553632,2129.553632,0.000052629
2.1298016,2129.8016,0.000048584
2.130049569,2130.049569,0.000052703
2.130173553,2130.173553,0.000048484
2.130421522,2130.421522,0.000052635
2.13066949,2130.66949,0.000048511
2.130917459,2130.917459,0.000052633
2.131041443,2131.041443,0.000048492
2.131289411,2131.289411,0.000052626
2.13153738,2131.53738,0.000048594
2.131661364,2131.661364,0.000052644
2.131909333,2131.909333,0.000048526
2.132157301,2132.157301,0.000052519
2.132281286,2132.281286,0.00004854
2.132529254,2132.529254,0.000052488
2.132777223,2132.777223,0.000048401
2.132901207,2132.901207,0.000052587
2.133149175,2133.149175,0.000048387
2.133397144,2133.397144,0.000052475
2.133521128,2133.521128,0.000048446
2.133769097,2133.769097,0.000052511
2.134017065,2134.017065,0.000048376
2.134141049,2134.141049,0.000052547
2.134389018,2134.389018,0.000048422
2.134636986,2134.636986,0.000052524
2.134760971,2134.760971,0.000048426
2.135008939,2135.008939,0.000052418
2.135256908,2135.256908,0.000048408
2.135380892,2135.380892,0.000052398
2.135628861,2135.628861,0.000048324
2.135876829,2135.876829,0.00005243
2.136000813,2136.000813,0.000048395
2.136248782,2136.248782,0.000052403
2.13649675,2136.49675,0.00004821
2.136620735,2136.620735,0.000052348
2.136868703,2136.868703,0.000048371
2.137116672,2137.116672,0.000052368
2.137240656,2137.240656,0.000048212
2.137488624,2137.488624,0.000052394
2.137736593,2137.736593,0.000048301
2.137860577,2137.860577,0.000052328
2.138108546,2138.108546,0.00004828
2.138356514,2138.356514,0.000052386
2.138480499,2138.480499,0.000048274
2.138728467,2138.728467,0.000052265
2.138976436,2138.976436,0.000048323
2.13910042,2139.10042,0.000052318
2.139348388,2139.348388,0.000048182
2.139596357,2139.596357,0.000052214
2.139720341,2139.720341,0.000048267
2.13996831,2139.96831,0.000052294
2.140216278,2140.216278,0.000048131
2.140340262,2140.340262,0.000052223
2.140588231,2140.588231,0.000048228
2.140836199,2140.836199,0.000052154
2.140960184,2140.960184,0.000048157
2.141208152,2141.208152,0.000052188
2.141456121,2141.456121,0.000048138
2.141580105,2141.580105,0.000052115
2.141828074,2141.828074,0.000048126
2.142076042,2142.076042,0.00005222
2.142200026,2142.200026,0.00004812
2.142447995,2142.447995,0.00005206
2.142695963,2142.695963,0.000048107
2.142819948,2142.819948,0.000052115
2.143067916,2143.067916,0.0000481
2.143315885,2143.315885,0.000052153
2.143439869,2143.439869,0.000048025
2.143687837,2143.687837,0.000052127
2.143935806,2143.935806,0.000048053
2.14405979,2144.05979,0.00005214
2.144307759,2144.307759,0.000048075
2.144555727,2144.555727,0.000052013
2.144679711,2144.679711,0.000047985
2.14492768,2144.92768,0.000052059
2.145175648,2145.175648,0.000047995
2.145299633,2145.299633,0.000052003
2.145547601,2145.547601,0.000047964
2.14579557,2145.79557,0.000052063
2.145919554,2145.919554,0.000047935
2.146167523,2146.167523,0.000052054
2.146415491,2146.415491,0.000048001
2.146539475,2146.539475,0.000051953
2.146787444,2146.787444,0.000047999
2.147035412,2147.035412,0.00005204
2.147159397,2147.159397,0.00004801
2.147407365,2147.407365,0.000051936
2.147655334,2147.655334,0.000047863
2.147779318,2147.779318,0.000051965
2.148027286,2148.027286,0.000047931
2.148275255,2148.275255,0.00005192
2.148399239,2148.399239,0.000047877
2.148647208,2148.647208,0.000051901
2.148895176,2148.895176,0.000047865
2.149019161,2149.019161,0.000051858
2.149267129,2149.267129,0.000047808
2.149515098,2149.515098,0.000051833
2.149639082,2149.639082,0.000047851
2.14988705,2149.88705,0.000051899
2.150135019,2150.135019,0.000047867
2.150259003,2150.259003,0.000051803
2.150506972,2150.506972,0.000047808
2.15075494,2150.75494,0.000051793
2.150878924,2150.878924,0.000047892
2.151126893,2151.126893,0.000051835
2.151374861,2151.374861,0.000047719
2.151498846,2151.498846,0.000051805
2.151746814,2151.746814,0.000047746
2.151994783,2151.994783,0.000051761
2.152118767,2152.118767,0.000047644
2.152366736,2152.366736,0.000051661
2.152614704,2152.614704,0.000047783
2.152738688,2152.738688,0.000051743
2.152986657,2152.986657,0.00004773
2.153234625,2153.234625,0.000051715
2.15335861,2153.35861,0.000047755
2.153606578,2153.606578,0.000051774
2.153854547,2153.854547,0.000047739
2.153978531,2153.978531,0.000051727
2.154226499,2154.226499,0.000047789
2.154474468,2154.474468,0.000051629
2.154598452,2154.598452,0.000047645
2.154846421,2154.846421,0.000051713
2.155094389,2155.094389,0.000047678
2.155218373,2155.218373,0.000051578
2.155466342,2155.466342,0.00004758
2.155714311,2155.714311,0.000051596
2.155838295,2155.838295,0.000047624
2.156086263,2156.086263,0.000051604
2.156334232,2156.334232,0.000047636
2.156458216,2156.458216,0.000051519
2.156706185,2156.706185,0.000047596
2.156954153,2156.954153,0.000051511
2.157078137,2157.078137,0.000047647
2.157326106,2157.326106,0.000051546
2.157574074,2157.574074,0.000047538
2.157698059,2157.698059,0.000051589
2.157946027,2157.946027,0.000047613
2.158193996,2158.193996,0.000051518
2.15831798,2158.31798,0.000047501
2.158565948,2158.565948,0.000051492
2.158813917,2158.813917,0.000047576
2.158937901,2158.937901,0.00005145
2.15918587,2159.18587,0.000047457
2.159433838,2159.433838,0.000051481
2.159557823,2159.557823,0.000047421
2.159805791,2159.805791,0.000051418
2.16005376,2160.05376,0.000047443
2.160177744,2160.177744,0.000051539
2.160425712,2160.425712,0.000047448
2.160673681,2160.673681,0.000051449
2.160797665,2160.797665,0.000047494
2.161045634,2161.045634,0.00005144
2.161293602,2161.293602,0.000047445
2.161417586,2161.417586,0.000051353
2.161665555,2161.665555,0.0000474
2.161913523,2161.913523,0.000051443
2.162037508,2162.037508,0.000047347
2.162285476,2162.285476,0.000051311
2.162533445,2162.533445,0.000047415
2.162657429,2162.657429,0.000051267
2.162905398,2162.905398,0.000047328
2.163153366,2163.153366,0.000051313
2.16327735,2163.27735,0.000047393
2.163525319,2163.525319,0.000051314
2.163773287,2163.773287,0.000047333
2.163897272,2163.897272,0.000051323
2.16414524,2164.14524,0.000047346
2.164393209,2164.393209,0.000051222
2.164517193,2164.517193,0.000047353
2.164765161,2164.765161,0.000051292
2.16501313,2165.01313,0.000047328
2.165137114,2165.137114,0.00005124
2.165385083,2165.385083,0.000047344
2.165633051,2165.633051,0.000051216
2.165757035,2165.757035,0.000047228
2.166005004,2166.005004,0.000051257
2.166252973,2166.252973,0.000047282
2.166376957,2166.376957,0.00005117
2.166624925,2166.624925,0.000047277
2.166872894,2166.872894,0.000051171
2.166996878,2166.996878,0.000047234
2.167244847,2167.244847,0.000051119
2.167492815,2167.492815,0.000047231
2.167616799,2167.616799,0.000051186
2.167864768,2167.864768,0.000047223
2.168112736,2168.112736,0.000051111
2.168236721,2168.236721,0.000047235
2.168484689,2168.484689,0.000051137
2.168732658,2168.732658,0.000047215
2.168856642,2168.856642,0.000051069
2.16910461,2169.10461,0.000047174
2.169352579,2169.352579,0.000051064
2.169476563,2169.476563,0.000047149
2.169724532,2169.724532,0.000051143
2.1699725,2169.9725,0.000047176
2.170096485,2170.096485,0.000050988
2.170344453,2170.344453,0.000047144
2.170592422,2170.592422,0.000051091
2.170716406,2170.716406,0.000047133
2.170964374,2170.964374,0.000050968
2.171212343,2171.212343,0.000047126
2.171336327,2171.336327,0.000051067
2.171584296,2171.584296,0.000047096
2.171832264,2171.832264,0.000050983
2.171956248,2171.956248,0.000047084
2.172204217,2172.204217,0.000050942
2.172452185,2172.452185,0.000047085
2.17257617,2172.57617,0.000050971
2.172824138,2172.824138,0.000047039
2.173072107,2173.072107,0.000050942
2.173196091,2173.196091,0.000047
2.17344406,2173.44406,0.000050925
2.173692028,2173.692028,0.000047051
2.173816012,2173.816012,0.000050944
2.174063981,2174.063981,0.000046943
2.174311949,2174.311949,0.000050873
2.174435934,2174.435934,0.000047019
2.174683902,2174.683902,0.000050861
2.174931871,2174.931871,0.000046944
2.175055855,2175.055855,0.000050861
2.175303823,2175.303823,0.000046964
2.175551792,2175.551792,0.000050841
2.175675776,2175.675776,0.000046949
2.175923745,2175.923745,0.000050777
2.176171713,2176.171713,0.000046926
2.176295697,2176.295697,0.000050828
2.176543666,2176.543666,0.000046937
2.176791635,2176.791635,0.00005079
2.176915619,2176.915619,0.000046894
2.177163587,2177.163587,0.000050747
2.177411556,2177.411556,0.000046936
2.17753554,2177.53554,0.000050763
2.177783509,2177.783509,0.00004681
2.178031477,2178.031477,0.000050694
2.178155461,2178.155461,0.0000469
2.17840343,2178.40343,0.000050748
2.178651398,2178.651398,0.000046848
2.178775383,2178.775383,0.000050658
2.179023351,2179.023351,0.000046863
2.17927132,2179.27132,0.000050768
2.179395304,2179.395304,0.000046846
2.179643272,2179.643272,0.000050733
2.179891241,2179.891241,0.000046823
2.180015225,2180.015225,0.000050693
2.180263194,2180.263194,0.000046774
2.180511162,2180.511162,0.000050651
2.180635147,2180.635147,0.000046759
2.180883115,2180.883115,0.000050657
2.181131084,2181.131084,0.000046758
2.181255068,2181.255068,0.000050577
2.181503036,2181.503036,0.000046773
2.181751005,2181.751005,0.000050605
2.181874989,2181.874989,0.000046738
2.182122958,2182.122958,0.0000506
2.182370926,2182.370926,0.000046749
2.18249491,2182.49491,0.000050583
2.182742879,2182.742879,0.000046728
2.182990847,2182.990847,0.000050559
2.183114832,2183.114832,0.000046673
2.1833628,2183.3628,0.00005057
2.183610769,2183.610769,0.000046744
2.183734753,2183.734753,0.000050508
2.183982722,2183.982722,0.000046653
2.18423069,2184.23069,0.000050519
2.184478659,2184.478659,0.000046661
2.184602643,2184.602643,0.000050442
2.184850611,2184.850611,0.000046603
2.18509858,2185.09858,0.000050444
2.185222564,2185.222564,0.000046672
2.185470533,2185.470533,0.00005046
2.185718501,2185.718501,0.000046624
2.185842485,2185.842485,0.000050425
2.186090454,2186.090454,0.000046573
2.186338422,2186.338422,0.000050455
2.186462407,2186.462407,0.00004662
2.186710375,2186.710375,0.000050505
2.186958344,2186.958344,0.000046543
2.187082328,2187.082328,0.000050391
2.187330297,2187.330297,0.000046616
2.187578265,2187.578265,0.000050314
2.187702249,2187.702249,0.000046511
2.187950218,2187.950218,0.000050374
2.188198186,2188.198186,0.000046539
2.188322171,2188.322171,0.000050289
2.188570139,2188.570139,0.000046523
2.188818108,2188.818108,0.000050347
2.188942092,2188.942092,0.000046509
2.18919006,2189.19006,0.0000503
2.189438029,2189.438029,0.000046534
2.189562013,2189.562013,0.000050335
2.189809982,2189.809982,0.000046479
2.19005795,2190.05795,0.000050363
2.190181935,2190.181935,0.000046497
2.190429903,2190.429903,0.00005026
2.190677872,2190.677872,0.00004641
2.190801856,2190.801856,0.000050278
2.191049824,2191.049824,0.000046487
2.191297793,2191.297793,0.00005024
2.191421777,2191.421777,0.000046398
2.191669746,2191.669746,0.000050208
2.191917714,2191.917714,0.000046444
2.192041698,2192.041698,0.000050154
2.192289667,2192.289667,0.000046388
2.192537635,2192.537635,0.000050257
2.19266162,2192.66162,0.000046376
2.192909588,2192.909588,0.00005016
2.193157557,2193.157557,0.000046361
2.193281541,2193.281541,0.000050173
2.193529509,2193.529509,0.000046327
2.193777478,2193.777478,0.000050168
2.193901462,2193.901462,0.000046364
2.194149431,2194.149431,0.000050098
2.194397399,2194.397399,0.000046256
2.194521384,2194.521384,0.000050171
2.194769352,2194.769352,0.000046336
2.195017321,2195.017321,0.000050082
2.195141305,2195.141305,0.000046267
2.195389273,2195.389273,0.000050121
2.195637242,2195.637242,0.000046313
2.195761226,2195.761226,0.000050021
2.196009195,2196.009195,0.000046284
2.196257163,2196.257163,0.000050072
2.196381147,2196.381147,0.000046234
2.196629116,2196.629116,0.000050057
2.196877084,2196.877084,0.000046264
2.197001069,2197.001069,0.000050072
2.197249037,2197.249037,0.000046198
2.197497006,2197.497006,0.000049986
2.19762099,2197.62099,0.000046253
2.197868959,2197.868959,0.000050011
2.198116927,2198.116927,0.000046161
2.198240911,2198.240911,0.000049972
2.19848888,2198.48888,0.000046263
2.198736848,2198.736848,0.0000499
2.198860833,2198.860833,0.000046158
2.199108801,2199.108801,0.000049977
2.19935677,2199.35677,0.000046192
2.199480754,2199.480754,0.000049928
2.199728722,2199.728722,0.000046118
2.199976691,2199.976691,0.000049913
2.200100675,2200.100675,0.0000461
2.200348644,2200.348644,0.000049911
2.200596612,2200.596612,0.000046153
2.200720597,2200.720597,0.000049916
2.200968565,2200.968565,0.000046063
2.201216534,2201.216534,0.000049826
2.201340518,2201.340518,0.000046107
2.201588486,2201.588486,0.000049876
2.201836455,2201.836455,0.000046045
2.201960439,2201.960439,0.00004977
2.202208408,2202.208408,0.000046102
2.202456376,2202.456376,0.000049889
2.20258036,2202.58036,0.000045987
2.202828329,2202.828329,0.00004975
2.203076297,2203.076297,0.000046065
2.203200282,2203.200282,0.000049805
2.20344825,2203.44825,0.000045998
2.203696219,2203.696219,0.000049794
2.203820203,2203.820203,0.000045972
2.204068172,2204.068172,0.000049724
2.20431614,2204.31614,0.000045985
2.204440124,2204.440124,0.000049772
2.204688093,2204.688093,0.000045992
2.204936061,2204.936061,0.00004969
2.205060046,2205.060046,0.000046025
2.205308014,2205.308014,0.00004974
2.205555983,2205.555983,0.000045956
2.205679967,2205.679967,0.000049695
2.205927935,2205.927935,0.000045972
2.206175904,2206.175904,0.000049708
2.206299888,2206.299888,0.000045929
2.206547857,2206.547857,0.000049723
2.206795825,2206.795825,0.000045909
2.206919809,2206.919809,0.000049629
2.207167778,2207.167778,0.000045908
2.207415746,2207.415746,0.000049689
2.207539731,2207.539731,0.000045853
2.207787699,2207.787699,0.000049596
2.208035668,2208.035668,0.000045882
2.208159652,2208.159652,0.000049621
2.208407621,2208.407621,0.000045812
2.208655589,2208.655589,0.000049555
2.208779573,2208.779573,0.000045901
2.209027542,2209.027542,0.000049541
2.20927551,2209.27551,0.000045775
2.209399495,2209.399495,0.000049604
2.209647463,2209.647463,0.000045845
2.209895432,2209.895432,0.000049538
2.210019416,2210.019416,0.000045759
2.210267384,2210.267384,0.000049535
2.210515353,2210.515353,0.000045785
2.210639337,2210.639337,0.000049462
2.210887306,2210.887306,0.000045774
2.211135274,2211.135274,0.000049536
2.211259259,2211.259259,0.000045753
2.211507227,2211.507227,0.000049488
2.211755196,2211.755196,0.000045745
2.21187918,2211.87918,0.000049441
2.212127148,2212.127148,0.000045717
2.212375117,2212.375117,0.00004953
2.212499101,2212.499101,0.00004578
2.21274707,2212.74707,0.000049412
2.212995038,2212.995038,0.000045702
2.213119022,2213.119022,0.000049489
2.213366991,2213.366991,0.000045755
2.213614959,2213.614959,0.000049449
2.213738944,2213.738944,0.000045656
2.213986912,2213.986912,0.000049364
2.214234881,2214.234881,0.000045673
2.214358865,2214.358865,0.000049389
2.214606834,2214.606834,0.000045674
2.214854802,2214.854802,0.000049323
2.214978786,2214.978786,0.000045628
2.215226755,2215.226755,0.000049311
2.215474723,2215.474723,0.00004566
2.215598708,2215.598708,0.000049312
2.215846676,2215.846676,0.000045626
2.216094645,2216.094645,0.000049339
2.216218629,2216.218629,0.000045608
2.216466597,2216.466597,0.000049342
2.216714566,2216.714566,0.000045543
2.21683855,2216.83855,0.000049323
2.217086519,2217.086519,0.000045612
2.217334487,2217.334487,0.000049307
2.217458471,2217.458471,0.000045526
2.21770644,2217.70644,0.000049289
2.217954409,2217.954409,0.000045569
2.218078393,2218.078393,0.000049265
2.218326361,2218.326361,0.000045557
2.21857433,2218.57433,0.000049186
2.218698314,2218.698314,0.000045479
2.218946283,2218.946283,0.000049249
2.219194251,2219.194251,0.000045567
2.219318235,2219.318235,0.000049207
2.219566204,2219.566204,0.000045438
2.219814172,2219.814172,0.000049188
2.219938157,2219.938157,0.000045535
2.220186125,2220.186125,0.000049194
2.220434094,2220.434094,0.000045459
2.220558078,2220.558078,0.00004914
2.220806046,2220.806046,0.000045463
2.221054015,2221.054015,0.000049181
2.221177999,2221.177999,0.000045474
2.221425968,2221.425968,0.000049082
2.221673936,2221.673936,0.000045438
2.221797921,2221.797921,0.000049104
2.222045889,2222.045889,0.000045405
2.222293858,2222.293858,0.000049088
2.222417842,2222.417842,0.000045396
2.22266581,2222.66581,0.000049074
2.222913779,2222.913779,0.000045411
2.223037763,2223.037763,0.000049114
2.223285732,2223.285732,0.000045378
2.2235337,2223.5337,0.000049049
2.223657684,2223.657684,0.000045356
2.223905653,2223.905653,0.00004909
2.224153621,2224.153621,0.000045335
2.224277606,2224.277606,0.000049061
2.224525574,2224.525574,0.000045347
2.224773543,2224.773543,0.000049
2.224897527,2224.897527,0.000045338
2.225145496,2225.145496,0.000049047
2.225393464,2225.393464,0.000045332
2.225517448,2225.517448,0.000048953
2.225765417,2225.765417,0.0000453
2.226013385,2226.013385,0.00004903
2.22613737,2226.13737,0.000045274
2.226385338,2226.385338,0.000048904
2.226633307,2226.633307,0.000045271
2.226757291,2226.757291,0.000048944
2.227005259,2227.005259,0.000045254
2.227253228,2227.253228,0.000048875
2.227377212,2227.377212,0.000045275
2.227625181,2227.625181,0.00004891
2.227873149,2227.873149,0.000045241
2.227997133,2227.997133,0.000048865
2.228245102,2228.245102,0.000045235
2.228493071,2228.493071,0.00004882
2.228617055,2228.617055,0.000045218
2.228865023,2228.865023,0.000048914
2.229112992,2229.112992,0.000045253
2.229236976,2229.236976,0.00004882
2.229484945,2229.484945,0.000045137
2.229732913,2229.732913,0.000048863
2.229856897,2229.856897,0.000045221
2.230104866,2230.104866,0.000048817
2.230352834,2230.352834,0.000045172
2.230476819,2230.476819,0.000048806
2.230724787,2230.724787,0.000045113
2.230972756,2230.972756,0.000048802
2.23109674,2231.09674,0.000045151
2.231344708,2231.344708,0.000048759
2.231592677,2231.592677,0.000045094
2.231716661,2231.716661,0.000048749
2.23196463,2231.96463,0.000045106
2.232212598,2232.212598,0.000048768
2.232336583,2232.336583,0.000045094
2.232584551,2232.584551,0.000048758
2.23283252,2232.83252,0.000045119
2.232956504,2232.956504,0.000048715
2.233204472,2233.204472,0.000045042
2.233452441,2233.452441,0.000048698
2.233576425,2233.576425,0.000045089
2.233824394,2233.824394,0.000048716
2.234072362,2234.072362,0.000045037
2.234196346,2234.196346,0.000048615
2.234444315,2234.444315,0.000044962
2.234692283,2234.692283,0.000048669
2.234816268,2234.816268,0.000045078
2.235064236,2235.064236,0.000048646
2.235312205,2235.312205,0.000044981
2.235436189,2235.436189,0.000048622
2.235684158,2235.684158,0.000045045
2.235932126,2235.932126,0.000048638
2.23605611,2236.05611,0.000044986
2.236304079,2236.304079,0.0000486
2.236552047,2236.552047,0.000044968
2.236676032,2236.676032,0.000048618
2.236924,2236.924,0.000044938
2.237171969,2237.171969,0.00004855
2.237295953,2237.295953,0.000044947
2.237543921,2237.543921,0.000048565
2.23779189,2237.79189,0.000044934
2.237915874,2237.915874,0.000048526
2.238163843,2238.163843,0.000044884
2.238411811,2238.411811,0.000048518
2.23865978,2238.65978,0.00004493
2.238783764,2238.783764,0.000048522
2.239031733,2239.031733,0.000044846
2.239279701,2239.279701,0.00004849
2.239403685,2239.403685,0.000044882
2.239651654,2239.651654,0.000048446
2.239899622,2239.899622,0.000044864
2.240023607,2240.023607,0.000048489
2.240271575,2240.271575,0.000044854
2.240519544,2240.519544,0.000048449
2.240643528,2240.643528,0.000044849
2.240891496,2240.891496,0.000048444
2.241139465,2241.139465,0.000044815
2.241263449,2241.263449,0.000048423
2.241511418,2241.511418,0.000044836
2.241759386,2241.759386,0.000048421
2.24188337,2241.88337,0.000044775
2.242131339,2242.131339,0.000048408
2.242379308,2242.379308,0.000044819
2.242503292,2242.503292,0.000048394
2.24275126,2242.75126,0.000044788
2.242999229,2242.999229,0.000048343
2.243123213,2243.123213,0.000044797
2.243371182,2243.371182,0.000048366
2.24361915,2243.61915,0.00004474
2.243743134,2243.743134,0.00004836
2.243991103,2243.991103,0.000044764
2.244239071,2244.239071,0.000048337
2.244363056,2244.363056,0.000044726
2.244611024,2244.611024,0.000048308
2.244858993,2244.858993,0.000044726
2.244982977,2244.982977,0.00004827
2.245230945,2245.230945,0.000044716
2.245478914,2245.478914,0.000048307
2.245602898,2245.602898,0.000044652
2.245850867,2245.850867,0.000048278
2.246098835,2246.098835,0.000044674
2.24622282,2246.22282,0.000048237
2.246470788,2246.470788,0.000044646
2.246718757,2246.718757,0.000048257
2.246842741,2246.842741,0.000044629
2.247090709,2247.090709,0.000048205
2.247338678,2247.338678,0.000044651
2.247462662,2247.462662,0.000048246
2.247710631,2247.710631,0.000044625
2.247958599,2247.958599,0.000048216
2.248082583,2248.082583,0.000044592
2.248330552,2248.330552,0.000048207
2.24857852,2248.57852,0.000044597
2.248702505,2248.702505,0.000048183
2.248950473,2248.950473,0.000044584
2.249198442,2249.198442,0.000048133
2.249322426,2249.322426,0.000044567
2.249570395,2249.570395,0.000048115
2.249818363,2249.818363,0.000044606
2.249942347,2249.942347,0.000048123
2.250190316,2250.190316,0.000044507
2.250438284,2250.438284,0.000048138
2.250562269,2250.562269,0.000044549
2.250810237,2250.810237,0.000048134
2.251058206,2251.058206,0.000044507
2.25118219,2251.18219,0.000048081
2.251430158,2251.430158,0.000044524
2.251678127,2251.678127,0.00004806
2.251802111,2251.802111,0.000044506
2.25205008,2252.05008,0.00004804
2.252298048,2252.298048,0.000044493
2.252422032,2252.422032,0.000048067
2.252670001,2252.670001,0.000044453
2.25291797,2252.91797,0.000047963
2.253041954,2253.041954,0.000044447
2.253289922,2253.289922,0.000048032
2.253537891,2253.537891,0.000044471
2.253661875,2253.661875,0.000047997
2.253909844,2253.909844,0.000044425
2.254157812,2254.157812,0.000047993
2.254281796,2254.281796,0.000044404
2.254529765,2254.529765,0.000047979
2.254777733,2254.777733,0.000044447
2.254901718,2254.901718,0.000047955
2.255149686,2255.149686,0.000044418
2.255397655,2255.397655,0.000047958
2.255521639,2255.521639,0.000044401
2.255769607,2255.769607,0.000047923
2.256017576,2256.017576,0.000044368
2.25614156,2256.14156,0.000047904
2.256389529,2256.389529,0.000044352
2.256637497,2256.637497,0.000047875
2.256761482,2256.761482,0.000044337
2.25700945,2257.00945,0.000047877
2.257257419,2257.257419,0.000044343
2.257381403,2257.381403,0.00004786
2.257629371,2257.629371,0.00004433
2.25787734,2257.87734,0.00004787
2.258001324,2258.001324,0.000044293
2.258249293,2258.249293,0.000047841
2.258497261,2258.497261,0.00004431
2.258621245,2258.621245,0.000047848
2.258869214,2258.869214,0.000044264
2.259117182,2259.117182,0.000047794
2.259241167,2259.241167,0.000044306
2.259489135,2259.489135,0.000047831
2.259737104,2259.737104,0.000044213
2.259861088,2259.861088,0.000047757
2.260109057,2260.109057,0.00004424
2.260357025,2260.357025,0.000047807
2.260481009,2260.481009,0.000044189
2.260728978,2260.728978,0.000047758
2.260976946,2260.976946,0.000044244
2.261100931,2261.100931,0.000047758
2.261348899,2261.348899,0.000044204
2.261596868,2261.596868,0.000047741
2.261720852,2261.720852,0.000044206
2.26196882,2261.96882,0.000047743
2.262216789,2262.216789,0.000044193
2.262340773,2262.340773,0.000047712
2.262588742,2262.588742,0.000044187
2.26283671,2262.83671,0.000047675
2.262960695,2262.960695,0.000044138
2.263208663,2263.208663,0.000047718
2.263456632,2263.456632,0.000044148
2.263580616,2263.580616,0.000047682
2.263828584,2263.828584,0.000044128
2.264076553,2264.076553,0.000047613
2.264200537,2264.200537,0.000044112
2.264448506,2264.448506,0.000047634
2.264696474,2264.696474,0.000044129
2.264820458,2264.820458,0.00004766
2.265068427,2265.068427,0.000044107
2.265316395,2265.316395,0.000047629
2.26544038,2265.44038,0.000044092
2.265688348,2265.688348,0.000047575
2.265936317,2265.936317,0.000044077
2.266060301,2266.060301,0.000047591
2.26630827,2266.30827,0.000044062
2.266556238,2266.556238,0.000047519
2.266680222,2266.680222,0.000044045
2.266928191,2266.928191,0.000047558
2.267176159,2267.176159,0.000044041
2.267300144,2267.300144,0.000047536
2.267548112,2267.548112,0.000044039
2.267796081,2267.796081,0.000047512
2.267920065,2267.920065,0.000044022
2.268168033,2268.168033,0.00004753
2.268416002,2268.416002,0.000043997
2.268539986,2268.539986,0.000047501
2.268787955,2268.787955,0.000043988
2.269035923,2269.035923,0.000047485
2.269159907,2269.159907,0.000043985
2.269407876,2269.407876,0.000047437
2.269655844,2269.655844,0.000043969
2.269779829,2269.779829,0.00004747
2.270027797,2270.027797,0.000043962
2.270275766,2270.275766,0.000047456
2.27039975,2270.39975,0.000043921
2.270647719,2270.647719,0.000047432
2.270895687,2270.895687,0.000043962
2.271019671,2271.019671,0.000047404
2.27126764,2271.26764,0.000043916
2.271515608,2271.515608,0.000047404
2.271639593,2271.639593,0.000043935
2.271887561,2271.887561,0.000047403
2.27213553,2272.13553,0.000043913
2.272259514,2272.259514,0.000047357
2.272507482,2272.507482,0.00004389
2.272755451,2272.755451,0.000047376
2.272879435,2272.879435,0.000043835
2.273127404,2273.127404,0.000047353
2.273375372,2273.375372,0.000043854
2.273499357,2273.499357,0.000047323
2.273747325,2273.747325,0.000043838
2.273995294,2273.995294,0.000047307
2.274119278,2274.119278,0.000043831
2.274367246,2274.367246,0.000047317
2.274615215,2274.615215,0.000043844
2.274739199,2274.739199,0.000047303
2.274987168,2274.987168,0.000043801
2.275235136,2275.235136,0.000047292
2.27535912,2275.35912,0.0000438
2.275607089,2275.607089,0.000047235
2.275855057,2275.855057,0.000043794
2.275979042,2275.979042,0.000047251
2.27622701,2276.22701,0.000043757
2.276474979,2276.474979,0.000047216
2.276598963,2276.598963,0.000043753
2.276846932,2276.846932,0.000047263
2.2770949,2277.0949,0.000043723
2.277218884,2277.218884,0.000047203
2.277466853,2277.466853,0.000043736
2.277714821,2277.714821,0.000047196
2.277838806,2277.838806,0.000043702
2.278086774,2278.086774,0.000047198
2.278334743,2278.334743,0.000043695
2.278458727,2278.458727,0.000047194
2.278706695,2278.706695,0.000043702
2.278954664,2278.954664,0.000047154
2.279078648,2279.078648,0.000043703
2.279326617,2279.326617,0.000047165
2.279574585,2279.574585,0.000043684
2.279698569,2279.698569,0.000047129
2.279946538,2279.946538,0.000043645
2.280194507,2280.194507,0.000047111
2.280318491,2280.318491,0.000043687
2.280566459,2280.566459,0.000047062
2.280814428,2280.814428,0.000043641
2.280938412,2280.938412,0.000047091
2.281186381,2281.186381,0.000043641
2.281434349,2281.434349,0.000047061
2.281558333,2281.558333,0.000043623
2.281806302,2281.806302,0.000047043
2.28205427,2282.05427,0.000043595
